VNUM	LOCALE_NAME
701265	[IN;72701] (1[LG;CZ_REWARD_TOOLTIP_WEEKLY]) (B)
701266	[IN;72701] (3[LG;CZ_REWARD_TOOLTIP_WEEKLY]) (B)
701267	[IN;72701] (5[LG;CZ_REWARD_TOOLTIP_WEEKLY]) (B)
701268	[IN;72701] (7[LG;CZ_REWARD_TOOLTIP_WEEKLY]) (B)
701269	[IN;72701] (15[LG;CZ_REWARD_TOOLTIP_WEEKLY]) (B)
701270	[IN;72703] (1[LG;CZ_REWARD_TOOLTIP_WEEKLY])
701271	[IN;72703] (3[LG;CZ_REWARD_TOOLTIP_WEEKLY])
701272	[IN;72703] (5[LG;CZ_REWARD_TOOLTIP_WEEKLY])
701273	[IN;72703] (7[LG;CZ_REWARD_TOOLTIP_WEEKLY])
701274	[IN;72703] (15[LG;CZ_REWARD_TOOLTIP_WEEKLY])
701275	[IN;72703] (1[LG;CZ_REWARD_TOOLTIP_WEEKLY]) (B)
701276	[IN;72703] (3[LG;CZ_REWARD_TOOLTIP_WEEKLY]) (B)
701277	[IN;72703] (5[LG;CZ_REWARD_TOOLTIP_WEEKLY]) (B)
701278	[IN;72703] (7[LG;CZ_REWARD_TOOLTIP_WEEKLY]) (B)
701279	[IN;72703] (15[LG;CZ_REWARD_TOOLTIP_WEEKLY]) (B)
701280	[IN;72704] (1[LG;CZ_REWARD_TOOLTIP_WEEKLY])
701281	[IN;72704] (3[LG;CZ_REWARD_TOOLTIP_WEEKLY])
701282	[IN;72704] (5[LG;CZ_REWARD_TOOLTIP_WEEKLY])
701283	[IN;72704] (7[LG;CZ_REWARD_TOOLTIP_WEEKLY])
701284	[IN;72704] (15[LG;CZ_REWARD_TOOLTIP_WEEKLY])
701285	[IN;72704] (1[LG;CZ_REWARD_TOOLTIP_WEEKLY]) (B)
701286	[IN;72704] (3[LG;CZ_REWARD_TOOLTIP_WEEKLY]) (B)
701287	[IN;72704] (5[LG;CZ_REWARD_TOOLTIP_WEEKLY]) (B)
701288	[IN;72704] (7[LG;CZ_REWARD_TOOLTIP_WEEKLY]) (B)
701289	[IN;72704] (15[LG;CZ_REWARD_TOOLTIP_WEEKLY]) (B)
701290	[IN;72705] (1[LG;CZ_REWARD_TOOLTIP_WEEKLY])
701291	[IN;72705] (3[LG;CZ_REWARD_TOOLTIP_WEEKLY])
701292	[IN;72705] (5[LG;CZ_REWARD_TOOLTIP_WEEKLY])
701293	[IN;72705] (7[LG;CZ_REWARD_TOOLTIP_WEEKLY])
701294	[IN;72705] (15[LG;CZ_REWARD_TOOLTIP_WEEKLY])
701295	[IN;72705] (1[LG;CZ_REWARD_TOOLTIP_WEEKLY]) (B)
701296	[IN;72705] (3[LG;CZ_REWARD_TOOLTIP_WEEKLY]) (B)
701297	[IN;72705] (5[LG;CZ_REWARD_TOOLTIP_WEEKLY]) (B)
701298	[IN;72705] (7[LG;CZ_REWARD_TOOLTIP_WEEKLY]) (B)
701299	[IN;72705] (15[LG;CZ_REWARD_TOOLTIP_WEEKLY]) (B)
701300	[IN;72706] (1[LG;CZ_REWARD_TOOLTIP_WEEKLY])
701301	[IN;72706] (3[LG;CZ_REWARD_TOOLTIP_WEEKLY])
701302	[IN;72706] (5[LG;CZ_REWARD_TOOLTIP_WEEKLY])
701303	[IN;72706] (7[LG;CZ_REWARD_TOOLTIP_WEEKLY])
701304	[IN;72706] (15[LG;CZ_REWARD_TOOLTIP_WEEKLY])
701305	[IN;72706] (1[LG;CZ_REWARD_TOOLTIP_WEEKLY]) (B)
701306	[IN;72706] (3[LG;CZ_REWARD_TOOLTIP_WEEKLY]) (B)
701307	[IN;72706] (5[LG;CZ_REWARD_TOOLTIP_WEEKLY]) (B)
701308	[IN;72706] (7[LG;CZ_REWARD_TOOLTIP_WEEKLY]) (B)
701309	[IN;72706] (15[LG;CZ_REWARD_TOOLTIP_WEEKLY]) (B)
701310	[IN;72709] (1[LG;CZ_REWARD_TOOLTIP_WEEKLY])
701311	[IN;72709] (3[LG;CZ_REWARD_TOOLTIP_WEEKLY])
701312	[IN;72709] (5[LG;CZ_REWARD_TOOLTIP_WEEKLY])
701313	[IN;72709] (7[LG;CZ_REWARD_TOOLTIP_WEEKLY])
701314	[IN;72709] (15[LG;CZ_REWARD_TOOLTIP_WEEKLY])
701315	[IN;72709] (1[LG;CZ_REWARD_TOOLTIP_WEEKLY]) (B)
701316	[IN;72709] (3[LG;CZ_REWARD_TOOLTIP_WEEKLY]) (B)
701317	[IN;72709] (5[LG;CZ_REWARD_TOOLTIP_WEEKLY]) (B)
701318	[IN;72709] (7[LG;CZ_REWARD_TOOLTIP_WEEKLY]) (B)
701319	[IN;72709] (15[LG;CZ_REWARD_TOOLTIP_WEEKLY]) (B)
701320	[IN;72710] (1[LG;CZ_REWARD_TOOLTIP_WEEKLY])
701321	[IN;72710] (3[LG;CZ_REWARD_TOOLTIP_WEEKLY])
701322	[IN;72710] (5[LG;CZ_REWARD_TOOLTIP_WEEKLY])
701323	[IN;72710] (7[LG;CZ_REWARD_TOOLTIP_WEEKLY])
701324	[IN;72710] (15[LG;CZ_REWARD_TOOLTIP_WEEKLY])
701325	[IN;72710] (1[LG;CZ_REWARD_TOOLTIP_WEEKLY]) (B)
701326	[IN;72710] (3[LG;CZ_REWARD_TOOLTIP_WEEKLY]) (B)
701327	[IN;72710] (5[LG;CZ_REWARD_TOOLTIP_WEEKLY]) (B)
701328	[IN;72710] (7[LG;CZ_REWARD_TOOLTIP_WEEKLY]) (B)
701329	[IN;72710] (15[LG;CZ_REWARD_TOOLTIP_WEEKLY]) (B)
701330	[IN;72711] (1[LG;CZ_REWARD_TOOLTIP_WEEKLY])
701331	[IN;72711] (3[LG;CZ_REWARD_TOOLTIP_WEEKLY])
701332	[IN;72711] (5[LG;CZ_REWARD_TOOLTIP_WEEKLY])
701333	[IN;72711] (7[LG;CZ_REWARD_TOOLTIP_WEEKLY])
701334	[IN;72711] (15[LG;CZ_REWARD_TOOLTIP_WEEKLY])
701335	[IN;72711] (1[LG;CZ_REWARD_TOOLTIP_WEEKLY]) (B)
701336	[IN;72711] (3[LG;CZ_REWARD_TOOLTIP_WEEKLY]) (B)
701337	[IN;72711] (5[LG;CZ_REWARD_TOOLTIP_WEEKLY]) (B)
701338	[IN;72711] (7[LG;CZ_REWARD_TOOLTIP_WEEKLY]) (B)
701339	[IN;72711] (15[LG;CZ_REWARD_TOOLTIP_WEEKLY]) (B)
701340	[IN;72712] (1[LG;CZ_REWARD_TOOLTIP_WEEKLY])
701341	[IN;72712] (3[LG;CZ_REWARD_TOOLTIP_WEEKLY])
701342	[IN;72712] (5[LG;CZ_REWARD_TOOLTIP_WEEKLY])
701343	[IN;72712] (7[LG;CZ_REWARD_TOOLTIP_WEEKLY])
701344	[IN;72712] (15[LG;CZ_REWARD_TOOLTIP_WEEKLY])
701345	[IN;72712] (1[LG;CZ_REWARD_TOOLTIP_WEEKLY]) (B)
701346	[IN;72712] (3[LG;CZ_REWARD_TOOLTIP_WEEKLY]) (B)
701347	[IN;72712] (5[LG;CZ_REWARD_TOOLTIP_WEEKLY]) (B)
701348	[IN;72712] (7[LG;CZ_REWARD_TOOLTIP_WEEKLY]) (B)
701349	[IN;72712] (15[LG;CZ_REWARD_TOOLTIP_WEEKLY]) (B)
701350	[IN;72713] (1[LG;CZ_REWARD_TOOLTIP_WEEKLY])
701351	[IN;72713] (3[LG;CZ_REWARD_TOOLTIP_WEEKLY])
701352	[IN;72713] (5[LG;CZ_REWARD_TOOLTIP_WEEKLY])
701353	[IN;72713] (7[LG;CZ_REWARD_TOOLTIP_WEEKLY])
701354	[IN;72713] (15[LG;CZ_REWARD_TOOLTIP_WEEKLY])
701355	[IN;72713] (1[LG;CZ_REWARD_TOOLTIP_WEEKLY]) (B)
701356	[IN;72713] (3[LG;CZ_REWARD_TOOLTIP_WEEKLY]) (B)
701357	[IN;72713] (5[LG;CZ_REWARD_TOOLTIP_WEEKLY]) (B)
701358	[IN;72713] (7[LG;CZ_REWARD_TOOLTIP_WEEKLY]) (B)
701359	[IN;72713] (15[LG;CZ_REWARD_TOOLTIP_WEEKLY]) (B)
702000	[IN;71224] (1[LG;CZ_REWARD_TOOLTIP_WEEKLY])
702001	[IN;71224] (3[LG;CZ_REWARD_TOOLTIP_WEEKLY])
702002	[IN;71224] (5[LG;CZ_REWARD_TOOLTIP_WEEKLY])
702003	[IN;71224] (7[LG;CZ_REWARD_TOOLTIP_WEEKLY])
702004	[IN;71224] (15[LG;CZ_REWARD_TOOLTIP_WEEKLY])
702005	[IN;71224] (1[LG;CZ_REWARD_TOOLTIP_WEEKLY]) (B)
702006	[IN;71224] (3[LG;CZ_REWARD_TOOLTIP_WEEKLY]) (B)
702007	[IN;71224] (5[LG;CZ_REWARD_TOOLTIP_WEEKLY]) (B)
702008	[IN;71224] (7[LG;CZ_REWARD_TOOLTIP_WEEKLY]) (B)
702009	[IN;71224] (15[LG;CZ_REWARD_TOOLTIP_WEEKLY]) (B)
702010	[IN;71225] (1[LG;CZ_REWARD_TOOLTIP_WEEKLY])
702011	[IN;71225] (3[LG;CZ_REWARD_TOOLTIP_WEEKLY])
702012	[IN;71225] (5[LG;CZ_REWARD_TOOLTIP_WEEKLY])
702013	[IN;71225] (7[LG;CZ_REWARD_TOOLTIP_WEEKLY])
702014	[IN;71225] (15[LG;CZ_REWARD_TOOLTIP_WEEKLY])
702015	[IN;71225] (1[LG;CZ_REWARD_TOOLTIP_WEEKLY]) (B)
702016	[IN;71225] (3[LG;CZ_REWARD_TOOLTIP_WEEKLY]) (B)
702017	[IN;71225] (5[LG;CZ_REWARD_TOOLTIP_WEEKLY]) (B)
702018	[IN;71225] (7[LG;CZ_REWARD_TOOLTIP_WEEKLY]) (B)
702019	[IN;71225] (15[LG;CZ_REWARD_TOOLTIP_WEEKLY]) (B)
702020	[IN;71224] (1[LG;CZ_REWARD_TOOLTIP_WEEKLY])
702021	[IN;71224] (3[LG;CZ_REWARD_TOOLTIP_WEEKLY])
702022	[IN;71224] (5[LG;CZ_REWARD_TOOLTIP_WEEKLY])
702023	[IN;71224] (7[LG;CZ_REWARD_TOOLTIP_WEEKLY])
702024	[IN;71224] (15[LG;CZ_REWARD_TOOLTIP_WEEKLY])
702025	[IN;71224] (1[LG;CZ_REWARD_TOOLTIP_WEEKLY]) (B)
702026	[IN;71224] (3[LG;CZ_REWARD_TOOLTIP_WEEKLY]) (B)
702027	[IN;71224] (5[LG;CZ_REWARD_TOOLTIP_WEEKLY]) (B)
702028	[IN;71224] (7[LG;CZ_REWARD_TOOLTIP_WEEKLY]) (B)
702029	[IN;71224] (15[LG;CZ_REWARD_TOOLTIP_WEEKLY]) (B)
703000	[IN;53234] (1[LG;CZ_REWARD_TOOLTIP_WEEKLY])
703001	[IN;53234] (3[LG;CZ_REWARD_TOOLTIP_WEEKLY])
703002	[IN;53234] (5[LG;CZ_REWARD_TOOLTIP_WEEKLY])
703003	[IN;53234] (7[LG;CZ_REWARD_TOOLTIP_WEEKLY])
703004	[IN;53234] (15[LG;CZ_REWARD_TOOLTIP_WEEKLY])
703005	[IN;53234] (1[LG;CZ_REWARD_TOOLTIP_WEEKLY]) (B)
703006	[IN;53234] (3[LG;CZ_REWARD_TOOLTIP_WEEKLY]) (B)
703007	[IN;53234] (5[LG;CZ_REWARD_TOOLTIP_WEEKLY]) (B)
703008	[IN;53234] (7[LG;CZ_REWARD_TOOLTIP_WEEKLY]) (B)
703009	[IN;53234] (15[LG;CZ_REWARD_TOOLTIP_WEEKLY]) (B)
703010	[IN;53265] (1[LG;CZ_REWARD_TOOLTIP_WEEKLY])
703011	[IN;53265] (3[LG;CZ_REWARD_TOOLTIP_WEEKLY])
703012	[IN;53265] (5[LG;CZ_REWARD_TOOLTIP_WEEKLY])
703013	[IN;53265] (7[LG;CZ_REWARD_TOOLTIP_WEEKLY])
703014	[IN;53265] (15[LG;CZ_REWARD_TOOLTIP_WEEKLY])
703015	[IN;53265] (1[LG;CZ_REWARD_TOOLTIP_WEEKLY]) (B)
703016	[IN;53265] (3[LG;CZ_REWARD_TOOLTIP_WEEKLY]) (B)
703017	[IN;53265] (5[LG;CZ_REWARD_TOOLTIP_WEEKLY]) (B)
703018	[IN;53265] (7[LG;CZ_REWARD_TOOLTIP_WEEKLY]) (B)
703019	[IN;53265] (15[LG;CZ_REWARD_TOOLTIP_WEEKLY]) (B)
703020	[IN;53263] (1[LG;CZ_REWARD_TOOLTIP_WEEKLY])
703021	[IN;53263] (3[LG;CZ_REWARD_TOOLTIP_WEEKLY])
703022	[IN;53263] (5[LG;CZ_REWARD_TOOLTIP_WEEKLY])
703023	[IN;53263] (7[LG;CZ_REWARD_TOOLTIP_WEEKLY])
703024	[IN;53263] (15[LG;CZ_REWARD_TOOLTIP_WEEKLY])
703025	[IN;53263] (1[LG;CZ_REWARD_TOOLTIP_WEEKLY]) (B)
703026	[IN;53263] (3[LG;CZ_REWARD_TOOLTIP_WEEKLY]) (B)
703027	[IN;53263] (5[LG;CZ_REWARD_TOOLTIP_WEEKLY]) (B)
703028	[IN;53263] (7[LG;CZ_REWARD_TOOLTIP_WEEKLY]) (B)
703029	[IN;53263] (15[LG;CZ_REWARD_TOOLTIP_WEEKLY]) (B)
703030	[IN;53234] (1[LG;CZ_REWARD_TOOLTIP_WEEKLY])
703031	[IN;53234] (3[LG;CZ_REWARD_TOOLTIP_WEEKLY])
703032	[IN;53234] (5[LG;CZ_REWARD_TOOLTIP_WEEKLY])
703033	[IN;53234] (7[LG;CZ_REWARD_TOOLTIP_WEEKLY])
703034	[IN;53234] (15[LG;CZ_REWARD_TOOLTIP_WEEKLY])
703035	[IN;53234] (1[LG;CZ_REWARD_TOOLTIP_WEEKLY]) (B)
703036	[IN;53234] (3[LG;CZ_REWARD_TOOLTIP_WEEKLY]) (B)
703037	[IN;53234] (5[LG;CZ_REWARD_TOOLTIP_WEEKLY]) (B)
703038	[IN;53234] (7[LG;CZ_REWARD_TOOLTIP_WEEKLY]) (B)
703039	[IN;53234] (15[LG;CZ_REWARD_TOOLTIP_WEEKLY]) (B)
703040	[IN;53265] (1[LG;CZ_REWARD_TOOLTIP_WEEKLY])
703041	[IN;53265] (3[LG;CZ_REWARD_TOOLTIP_WEEKLY])
703042	[IN;53265] (5[LG;CZ_REWARD_TOOLTIP_WEEKLY])
703043	[IN;53265] (7[LG;CZ_REWARD_TOOLTIP_WEEKLY])
703044	[IN;53265] (15[LG;CZ_REWARD_TOOLTIP_WEEKLY])
703045	[IN;53265] (1[LG;CZ_REWARD_TOOLTIP_WEEKLY]) (B)
703046	[IN;53265] (3[LG;CZ_REWARD_TOOLTIP_WEEKLY]) (B)
703047	[IN;53265] (5[LG;CZ_REWARD_TOOLTIP_WEEKLY]) (B)
703048	[IN;53265] (7[LG;CZ_REWARD_TOOLTIP_WEEKLY]) (B)
703049	[IN;53265] (15[LG;CZ_REWARD_TOOLTIP_WEEKLY]) (B)
703050	[IN;53263] (1[LG;CZ_REWARD_TOOLTIP_WEEKLY])
703051	[IN;53263] (3[LG;CZ_REWARD_TOOLTIP_WEEKLY])
703052	[IN;53263] (5[LG;CZ_REWARD_TOOLTIP_WEEKLY])
703053	[IN;53263] (7[LG;CZ_REWARD_TOOLTIP_WEEKLY])
703054	[IN;53263] (15[LG;CZ_REWARD_TOOLTIP_WEEKLY])
703055	[IN;53263] (1[LG;CZ_REWARD_TOOLTIP_WEEKLY]) (B)
703056	[IN;53263] (3[LG;CZ_REWARD_TOOLTIP_WEEKLY]) (B)
703057	[IN;53263] (5[LG;CZ_REWARD_TOOLTIP_WEEKLY]) (B)
703058	[IN;53263] (7[LG;CZ_REWARD_TOOLTIP_WEEKLY]) (B)
703059	[IN;53263] (15[LG;CZ_REWARD_TOOLTIP_WEEKLY]) (B)
704000	[IN;40136] (1[LG;CZ_REWARD_TOOLTIP_WEEKLY])
704001	[IN;40136] (3[LG;CZ_REWARD_TOOLTIP_WEEKLY])
704002	[IN;40136] (5[LG;CZ_REWARD_TOOLTIP_WEEKLY])
704003	[IN;40136] (7[LG;CZ_REWARD_TOOLTIP_WEEKLY])
704004	[IN;40136] (15[LG;CZ_REWARD_TOOLTIP_WEEKLY])
704005	[IN;40136] (1[LG;CZ_REWARD_TOOLTIP_WEEKLY]) (B)
704006	[IN;40136] (3[LG;CZ_REWARD_TOOLTIP_WEEKLY]) (B)
704007	[IN;40136] (5[LG;CZ_REWARD_TOOLTIP_WEEKLY]) (B)
704008	[IN;40136] (7[LG;CZ_REWARD_TOOLTIP_WEEKLY]) (B)
704009	[IN;40136] (15[LG;CZ_REWARD_TOOLTIP_WEEKLY]) (B)
704010	[IN;40137] (1[LG;CZ_REWARD_TOOLTIP_WEEKLY])
704011	[IN;40137] (3[LG;CZ_REWARD_TOOLTIP_WEEKLY])
704012	[IN;40137] (5[LG;CZ_REWARD_TOOLTIP_WEEKLY])
704013	[IN;40137] (7[LG;CZ_REWARD_TOOLTIP_WEEKLY])
704014	[IN;40137] (15[LG;CZ_REWARD_TOOLTIP_WEEKLY])
704015	[IN;40137] (1[LG;CZ_REWARD_TOOLTIP_WEEKLY]) (B)
704016	[IN;40137] (3[LG;CZ_REWARD_TOOLTIP_WEEKLY]) (B)
704017	[IN;40137] (5[LG;CZ_REWARD_TOOLTIP_WEEKLY]) (B)
704018	[IN;40137] (7[LG;CZ_REWARD_TOOLTIP_WEEKLY]) (B)
704019	[IN;40137] (15[LG;CZ_REWARD_TOOLTIP_WEEKLY]) (B)
704020	[IN;40138] (1[LG;CZ_REWARD_TOOLTIP_WEEKLY])
704021	[IN;40138] (3[LG;CZ_REWARD_TOOLTIP_WEEKLY])
704022	[IN;40138] (5[LG;CZ_REWARD_TOOLTIP_WEEKLY])
704023	[IN;40138] (7[LG;CZ_REWARD_TOOLTIP_WEEKLY])
704024	[IN;40138] (15[LG;CZ_REWARD_TOOLTIP_WEEKLY])
704025	[IN;40138] (1[LG;CZ_REWARD_TOOLTIP_WEEKLY]) (B)
704026	[IN;40138] (3[LG;CZ_REWARD_TOOLTIP_WEEKLY]) (B)
704027	[IN;40138] (5[LG;CZ_REWARD_TOOLTIP_WEEKLY]) (B)
704028	[IN;40138] (7[LG;CZ_REWARD_TOOLTIP_WEEKLY]) (B)
704029	[IN;40138] (15[LG;CZ_REWARD_TOOLTIP_WEEKLY]) (B)
704030	[IN;40139] (1[LG;CZ_REWARD_TOOLTIP_WEEKLY])
704031	[IN;40139] (3[LG;CZ_REWARD_TOOLTIP_WEEKLY])
704032	[IN;40139] (5[LG;CZ_REWARD_TOOLTIP_WEEKLY])
704033	[IN;40139] (7[LG;CZ_REWARD_TOOLTIP_WEEKLY])
704034	[IN;40139] (15[LG;CZ_REWARD_TOOLTIP_WEEKLY])
704035	[IN;40139] (1[LG;CZ_REWARD_TOOLTIP_WEEKLY]) (B)
704036	[IN;40139] (3[LG;CZ_REWARD_TOOLTIP_WEEKLY]) (B)
704037	[IN;40139] (5[LG;CZ_REWARD_TOOLTIP_WEEKLY]) (B)
704038	[IN;40139] (7[LG;CZ_REWARD_TOOLTIP_WEEKLY]) (B)
704039	[IN;40139] (15[LG;CZ_REWARD_TOOLTIP_WEEKLY]) (B)
704040	[IN;40140] (1[LG;CZ_REWARD_TOOLTIP_WEEKLY])
704041	[IN;40140] (3[LG;CZ_REWARD_TOOLTIP_WEEKLY])
704042	[IN;40140] (5[LG;CZ_REWARD_TOOLTIP_WEEKLY])
704043	[IN;40140] (7[LG;CZ_REWARD_TOOLTIP_WEEKLY])
704044	[IN;40140] (15[LG;CZ_REWARD_TOOLTIP_WEEKLY])
704045	[IN;40140] (1[LG;CZ_REWARD_TOOLTIP_WEEKLY]) (B)
704046	[IN;40140] (3[LG;CZ_REWARD_TOOLTIP_WEEKLY]) (B)
704047	[IN;40140] (5[LG;CZ_REWARD_TOOLTIP_WEEKLY]) (B)
704048	[IN;40140] (7[LG;CZ_REWARD_TOOLTIP_WEEKLY]) (B)
704049	[IN;40140] (15[LG;CZ_REWARD_TOOLTIP_WEEKLY]) (B)
704050	[IN;40141] (1[LG;CZ_REWARD_TOOLTIP_WEEKLY])
704051	[IN;40141] (3[LG;CZ_REWARD_TOOLTIP_WEEKLY])
704052	[IN;40141] (5[LG;CZ_REWARD_TOOLTIP_WEEKLY])
704053	[IN;40141] (7[LG;CZ_REWARD_TOOLTIP_WEEKLY])
704054	[IN;40141] (15[LG;CZ_REWARD_TOOLTIP_WEEKLY])
704055	[IN;40141] (1[LG;CZ_REWARD_TOOLTIP_WEEKLY]) (B)
704056	[IN;40141] (3[LG;CZ_REWARD_TOOLTIP_WEEKLY]) (B)
704057	[IN;40141] (5[LG;CZ_REWARD_TOOLTIP_WEEKLY]) (B)
704058	[IN;40141] (7[LG;CZ_REWARD_TOOLTIP_WEEKLY]) (B)
704059	[IN;40141] (15[LG;CZ_REWARD_TOOLTIP_WEEKLY]) (B)
704060	[IN;40142] (1[LG;CZ_REWARD_TOOLTIP_WEEKLY])
704061	[IN;40142] (3[LG;CZ_REWARD_TOOLTIP_WEEKLY])
704062	[IN;40142] (5[LG;CZ_REWARD_TOOLTIP_WEEKLY])
704063	[IN;40142] (7[LG;CZ_REWARD_TOOLTIP_WEEKLY])
704064	[IN;40142] (15[LG;CZ_REWARD_TOOLTIP_WEEKLY])
704065	[IN;40142] (1[LG;CZ_REWARD_TOOLTIP_WEEKLY]) (B)
704066	[IN;40142] (3[LG;CZ_REWARD_TOOLTIP_WEEKLY]) (B)
704067	[IN;40142] (5[LG;CZ_REWARD_TOOLTIP_WEEKLY]) (B)
704068	[IN;40142] (7[LG;CZ_REWARD_TOOLTIP_WEEKLY]) (B)
704069	[IN;40142] (15[LG;CZ_REWARD_TOOLTIP_WEEKLY]) (B)
704070	[IN;40108] (1[LG;CZ_REWARD_TOOLTIP_WEEKLY])
704071	[IN;40108] (3[LG;CZ_REWARD_TOOLTIP_WEEKLY])
704072	[IN;40108] (5[LG;CZ_REWARD_TOOLTIP_WEEKLY])
704073	[IN;40108] (7[LG;CZ_REWARD_TOOLTIP_WEEKLY])
704074	[IN;40108] (15[LG;CZ_REWARD_TOOLTIP_WEEKLY])
704075	[IN;40108] (1[LG;CZ_REWARD_TOOLTIP_WEEKLY]) (B)
704076	[IN;40108] (3[LG;CZ_REWARD_TOOLTIP_WEEKLY]) (B)
704077	[IN;40108] (5[LG;CZ_REWARD_TOOLTIP_WEEKLY]) (B)
704078	[IN;40108] (7[LG;CZ_REWARD_TOOLTIP_WEEKLY]) (B)
704079	[IN;40108] (15[LG;CZ_REWARD_TOOLTIP_WEEKLY]) (B)
704080	[IN;40109] (1[LG;CZ_REWARD_TOOLTIP_WEEKLY])
704081	[IN;40109] (3[LG;CZ_REWARD_TOOLTIP_WEEKLY])
704082	[IN;40109] (5[LG;CZ_REWARD_TOOLTIP_WEEKLY])
704083	[IN;40109] (7[LG;CZ_REWARD_TOOLTIP_WEEKLY])
704084	[IN;40109] (15[LG;CZ_REWARD_TOOLTIP_WEEKLY])
704085	[IN;40109] (1[LG;CZ_REWARD_TOOLTIP_WEEKLY]) (B)
704086	[IN;40109] (3[LG;CZ_REWARD_TOOLTIP_WEEKLY]) (B)
704087	[IN;40109] (5[LG;CZ_REWARD_TOOLTIP_WEEKLY]) (B)
704088	[IN;40109] (7[LG;CZ_REWARD_TOOLTIP_WEEKLY]) (B)
704089	[IN;40109] (15[LG;CZ_REWARD_TOOLTIP_WEEKLY]) (B)
704090	[IN;40110] (1[LG;CZ_REWARD_TOOLTIP_WEEKLY])
704091	[IN;40110] (3[LG;CZ_REWARD_TOOLTIP_WEEKLY])
704092	[IN;40110] (5[LG;CZ_REWARD_TOOLTIP_WEEKLY])
704093	[IN;40110] (7[LG;CZ_REWARD_TOOLTIP_WEEKLY])
704094	[IN;40110] (15[LG;CZ_REWARD_TOOLTIP_WEEKLY])
704095	[IN;40110] (1[LG;CZ_REWARD_TOOLTIP_WEEKLY]) (B)
704096	[IN;40110] (3[LG;CZ_REWARD_TOOLTIP_WEEKLY]) (B)
704097	[IN;40110] (5[LG;CZ_REWARD_TOOLTIP_WEEKLY]) (B)
704098	[IN;40110] (7[LG;CZ_REWARD_TOOLTIP_WEEKLY]) (B)
704099	[IN;40110] (15[LG;CZ_REWARD_TOOLTIP_WEEKLY]) (B)
704100	[IN;40111] (1[LG;CZ_REWARD_TOOLTIP_WEEKLY])
704101	[IN;40111] (3[LG;CZ_REWARD_TOOLTIP_WEEKLY])
704102	[IN;40111] (5[LG;CZ_REWARD_TOOLTIP_WEEKLY])
704103	[IN;40111] (7[LG;CZ_REWARD_TOOLTIP_WEEKLY])
704104	[IN;40111] (15[LG;CZ_REWARD_TOOLTIP_WEEKLY])
704105	[IN;40111] (1[LG;CZ_REWARD_TOOLTIP_WEEKLY]) (B)
704106	[IN;40111] (3[LG;CZ_REWARD_TOOLTIP_WEEKLY]) (B)
704107	[IN;40111] (5[LG;CZ_REWARD_TOOLTIP_WEEKLY]) (B)
704108	[IN;40111] (7[LG;CZ_REWARD_TOOLTIP_WEEKLY]) (B)
704109	[IN;40111] (15[LG;CZ_REWARD_TOOLTIP_WEEKLY]) (B)
704110	[IN;40112] (1[LG;CZ_REWARD_TOOLTIP_WEEKLY])
704111	[IN;40112] (3[LG;CZ_REWARD_TOOLTIP_WEEKLY])
704112	[IN;40112] (5[LG;CZ_REWARD_TOOLTIP_WEEKLY])
704113	[IN;40112] (7[LG;CZ_REWARD_TOOLTIP_WEEKLY])
704114	[IN;40112] (15[LG;CZ_REWARD_TOOLTIP_WEEKLY])
704115	[IN;40112] (1[LG;CZ_REWARD_TOOLTIP_WEEKLY]) (B)
704116	[IN;40112] (3[LG;CZ_REWARD_TOOLTIP_WEEKLY]) (B)
704117	[IN;40112] (5[LG;CZ_REWARD_TOOLTIP_WEEKLY]) (B)
704118	[IN;40112] (7[LG;CZ_REWARD_TOOLTIP_WEEKLY]) (B)
704119	[IN;40112] (15[LG;CZ_REWARD_TOOLTIP_WEEKLY]) (B)
704120	[IN;40113] (1[LG;CZ_REWARD_TOOLTIP_WEEKLY])
704121	[IN;40113] (3[LG;CZ_REWARD_TOOLTIP_WEEKLY])
704122	[IN;40113] (5[LG;CZ_REWARD_TOOLTIP_WEEKLY])
704123	[IN;40113] (7[LG;CZ_REWARD_TOOLTIP_WEEKLY])
704124	[IN;40113] (15[LG;CZ_REWARD_TOOLTIP_WEEKLY])
704125	[IN;40113] (1[LG;CZ_REWARD_TOOLTIP_WEEKLY]) (B)
704126	[IN;40113] (3[LG;CZ_REWARD_TOOLTIP_WEEKLY]) (B)
704127	[IN;40113] (5[LG;CZ_REWARD_TOOLTIP_WEEKLY]) (B)
704128	[IN;40113] (7[LG;CZ_REWARD_TOOLTIP_WEEKLY]) (B)
704129	[IN;40113] (15[LG;CZ_REWARD_TOOLTIP_WEEKLY]) (B)
704130	[IN;40114] (1[LG;CZ_REWARD_TOOLTIP_WEEKLY])
704131	[IN;40114] (3[LG;CZ_REWARD_TOOLTIP_WEEKLY])
704132	[IN;40114] (5[LG;CZ_REWARD_TOOLTIP_WEEKLY])
704133	[IN;40114] (7[LG;CZ_REWARD_TOOLTIP_WEEKLY])
704134	[IN;40114] (15[LG;CZ_REWARD_TOOLTIP_WEEKLY])
704135	[IN;40114] (1[LG;CZ_REWARD_TOOLTIP_WEEKLY]) (B)
704136	[IN;40114] (3[LG;CZ_REWARD_TOOLTIP_WEEKLY]) (B)
704137	[IN;40114] (5[LG;CZ_REWARD_TOOLTIP_WEEKLY]) (B)
704138	[IN;40114] (7[LG;CZ_REWARD_TOOLTIP_WEEKLY]) (B)
704139	[IN;40114] (15[LG;CZ_REWARD_TOOLTIP_WEEKLY]) (B)
