Vnum	Name	Rank	Type	BattleType	Level	ScalePct	Size	AiFlags	MountCapacity	RaceFlags	ImmuneFlags	Empire	Folder	OnClick	St	Dx	Ht	Iq	SungMaSt	SungMaDx	SungMaHt	SungMaIq	MinDamage	MaxDamage	MaxHp	RegenCycle	RegenPercent	MinGold	MaxGold	Exp	SungMaExp	Def	AttackSpeed	MoveSpeed	AggressiveHpPct	AggressiveSight	AttackRange	DropItemGroup	ResurrectionVnum	EnchantCurse	EnchantSlow	EnchantPoison	EnchantStun	EnchantCritical	EnchantPenetrate	ResistFist	ResistSword	ResistTwoHanded	ResistDagger	ResistBell	ResistFan	ResistBow	ResistClaw	ResistFire	ResistElect	ResistMagic	ResistWind	ResistPoison	ResistBleeding	AttElec	AttFire	AttIce	AttWind	AttEarth	AttDark	ResistDark	ResistIce	ResistEarth	DamMultiply	SummonVnum	DrainSp	MobColor	PolymorphItem	SkillLevel0	SkillVnum0	SkillLevel1	SkillVnum1	SkillLevel2	SkillVnum2	SkillLevel3	SkillVnum3	SkillLevel4	SkillVnum4	SpBerserk	SpStoneSkin	SpGodSpeed	SpDeathBlow	SpRevive	SpHeal	RAtkSpeed	RCastSpeed	RHPRegen	HitRange
1603	ocu_berserker	KNIGHT	MONSTER	MELEE	75	100		AGGR	0		STUN,SLOW,TERROR	0	nersluck_3	0	80	43	65	22	0	0	0	0	119	221	7403	10	10	1390	2085	1960	0	70	145	120	100	2000	300	0	0	0	0	0	0	15	20	0	10	10	10	15	15	-5	0	0	-50	25	0	0	0	1	0	0	0	0	0	0	0	0	1.0	0	15	0	70106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0
1901	dokuz_kuyruk	BOSS	MONSTER	MELEE	75	100		AGGR	0			0	fox_ninetail	0	91	68	46	23	0	0	0	0	109	203	100000	10	10	880	1320	69360	0	81	100	100	100	2000	175	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	-30	0	2.0	1108	0	0	0	25	258	40	259	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0
1902	elit_dokuz_kuyruk	BOSS	MONSTER	MELEE	72	100		AGGR	0		STUN,SLOW,CURSE,TERROR	0	fox_ninetail	0	91	68	46	23	0	0	0	0	109	203	178040	15	10	35200	52800	23120	0	81	110	100	0	2000	150	0	0	0	0	0	0	10	10	40	40	35	40	40	40	40	35	0	0	60	0	0	0	0	0	1	0	0	0	0	-30	0	1.0	1107	0	0	0	35	258	40	259	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0
1903	elit_dokuz_kuyruk	KING	MONSTER	MELEE	97	100		AGGR,BERSERK,STONESKIN,DEATHBLOW,REVIVE	0		STUN,SLOW,CURSE,TERROR	0	fox_ninetail	0	122	91	61	30	0	0	0	0	150	278	2568600	30	20	23400	35100	356400	0	90	150	160	100	2000	350	0	0	0	0	0	0	15	20	50	30	25	30	30	30	50	25	0	0	50	0	20	20	0	0	1	0	0	0	0	-20	0	2.0	2414	10	0	0	35	258	40	259	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0
1904	elit_dokuz_kuyruk	BOSS	MONSTER	MELEE	40	100		AGGR	0		STUN,SLOW,CURSE,TERROR	0	fox_ninetail	0	48	32	63	16	0	0	0	0	79	146	143232	10	10	36640	54960	24080	0	57	100	100	0	2000	150	0	0	0	0	0	0	15	20	50	30	25	30	30	30	50	25	0	0	50	0	20	20	0	0	1	0	0	0	0	-30	0	2.0	0	10	0	0	40	258	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0
1905	elit_dokuz_kuyruk	BOSS	MONSTER	MELEE	65	100		AGGR	0		STUN,SLOW,CURSE,TERROR	0	fox_ninetail	0	77	38	57	19	0	0	0	0	93	173	255680	10	10	36640	54960	24080	0	84	100	100	0	2000	150	0	0	0	0	0	0	15	20	50	30	25	30	30	30	50	25	0	0	50	0	20	20	0	0	1	0	0	0	0	-30	0	2.0	0	10	0	0	40	258	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0
1906	elit_dokuz_kuyruk	BOSS	MONSTER	MELEE	95	100		AGGR	0		STUN,SLOW,CURSE,TERROR	0	fox_ninetail	0	122	91	61	30	0	0	0	0	150	208	284864	10	10	36640	54960	24080	0	90	100	100	0	2000	150	0	0	0	0	0	0	15	20	50	30	25	30	30	30	50	25	0	0	50	0	20	20	0	0	1	0	0	0	0	-30	0	2.0	0	10	0	0	40	258	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0
2001	yavru_orumcek	PAWN	MONSTER	MELEE	43	100			0	INSECT		0	spider_young	0	28	41	55	14	0	0	0	0	89	109	1949	4	12	122	183	1211	0	50	100	100	50	2000	175	30057	0	0	0	0	0	0	1	0	1	-5	1	0	0	-10	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	1.0	0	0	16764108	70104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0
2002	zehirli_orumcek	PAWN	MONSTER	MELEE	45	100			0	INSECT		0	spider_poison	0	47	57	29	14	0	0	0	0	82	123	2088	3	7	127	190	1267	0	52	90	100	50	2000	175	30056	0	0	0	3	0	0	1	0	0	0	1	0	0	-10	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	1.0	0	0	16764108	70104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0
2003	kirmizi_zehirli_orumcek	S_PAWN	MONSTER	MELEE	48	100			0	INSECT		0	spider_redpoison	0	54	60	15	15	0	0	0	0	86	129	2769	9	17	201	302	1621	0	55	110	100	50	2000	175	30025	0	0	0	3	1	0	1	0	-5	1	-5	0	0	-5	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	1.0	0	0	16764108	70105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0
2004	pence_orumcegi	S_PAWN	MONSTER	MELEE	50	100			0	INSECT		0	spider_nipper	0	56	31	56	16	0	0	0	0	100	122	2954	3	7	208	313	1688	0	57	90	100	50	2000	175	30058	0	0	0	0	0	0	1	0	10	0	1	0	1	-5	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	1.0	0	0	16764108	70105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0
2005	asker_orumcek	S_PAWN	MONSTER	MELEE	52	100			0	INSECT		0	spider_soldier	0	71	33	39	16	0	0	0	0	104	127	3146	3	7	216	325	1756	0	59	80	120	50	2000	175	30059	0	0	0	0	0	0	1	0	0	10	0	1	0	-15	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	1.0	0	0	16764108	70105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0
2031	yavru_zehirli_orumcek	KNIGHT	MONSTER	MELEE	50	100			0	INSECT		0	spider_young	0	49	65	33	16	0	0	0	0	96	117	3457	9	12	304	457	2220	0	53	100	120	100	2000	175	0	0	0	0	5	0	5	0	0	0	0	2	0	0	-10	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	1.0	0	0	13421823	70106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0
2032	olumcul_zehirli_orumcek	KNIGHT	MONSTER	MELEE	52	100			0	INSECT		0	spider_poison	0	68	34	51	17	0	0	0	0	88	132	3692	9	12	316	474	2316	0	55	100	120	100	2000	175	0	0	0	0	5	0	5	0	0	0	1	0	0	0	-5	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	1.0	0	0	13421823	70106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0
2033	kirm._olum._zeh._orumcek	S_KNIGHT	MONSTER	MELEE	54	100			0	INSECT		0	spider_redpoison	0	53	35	70	18	0	0	0	0	91	137	6155	4	12	392	588	4824	0	57	100	120	100	2000	175	0	0	0	0	5	1	5	0	0	1	0	2	0	0	-10	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	2.0	0	0	13421823	70107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0
2034	zehirli_pence_orumcegi	S_KNIGHT	MONSTER	MELEE	56	100			0	INSECT		0	spider_nipper	0	72	36	54	18	0	0	0	0	106	130	6553	9	17	406	609	5016	0	59	100	120	100	2000	175	0	0	0	0	3	0	5	0	0	0	1	0	0	0	-5	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	2.0	0	0	13421823	70107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0
2035	zehirli_asker_orumcek	S_KNIGHT	MONSTER	MELEE	58	100			0	INSECT		0	spider_soldier	0	56	75	37	19	0	0	0	0	109	134	6969	4	12	420	630	5208	0	62	100	120	100	2000	175	0	0	0	0	3	0	5	0	0	2	0	1	0	0	-5	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	2.0	0	0	13421823	70107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0
2036	kibirli_zehirli_asker_orukibirli_zehirli_asker_oru	S_KNIGHT	MONSTER	MELEE	58	100		AGGR	0	INSECT		0	spider_soldier	0	56	75	37	19	0	0	0	0	109	134	6969	19	27	420	630	5208	0	62	100	120	100	2000	175	0	0	0	0	3	0	5	0	0	1	2	1	0	0	-20	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	2.0	0	0	13421823	70107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0
2037	zehirli_asker_orumcek	S_KNIGHT	MONSTER	MELEE	58	100			0	INSECT		0	spider_soldier	0	56	75	37	19	0	0	0	0	109	134	6969	4	12	0	0	0	0	62	100	120	100	2000	175	0	0	0	0	3	0	5	0	0	2	0	1	0	0	-5	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	2.0	0	0	13421823	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0
2051	huysuz_zehirli_yavru_orumhuysuz_zehirli_yavru_orum	PAWN	MONSTER	MELEE	43	100			0	INSECT		0	spider_young	0	28	41	55	14	0	0	0	0	107	131	1559	4	12	122	183	848	0	50	100	100	50	2000	175	30057	0	0	0	0	0	0	1	0	1	-5	1	0	0	-10	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	1.0	0	0	13421823	70104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0
2052	huysuz_olumcul_zehirli_orhuysuz_olumcul_zehirli_or	PAWN	MONSTER	MELEE	45	100			0	INSECT		0	spider_poison	0	47	57	29	14	0	0	0	0	98	148	1670	3	7	127	190	887	0	52	90	100	50	2000	175	30056	0	0	0	3	0	0	1	0	0	0	1	0	0	-10	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	1.0	0	0	13421823	70104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0
2053	huys.kirm.ol.zeh.orumcek	S_PAWN	MONSTER	MELEE	48	100			0	INSECT		0	spider_redpoison	0	54	60	15	15	0	0	0	0	103	155	2215	9	17	201	302	1135	0	55	110	100	50	2000	175	30025	0	0	0	3	1	0	1	0	-5	1	-5	0	0	-5	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	1.0	0	0	13421823	70105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0
2054	huys.zeh._pence_orumcegi	S_PAWN	MONSTER	MELEE	50	100			0	INSECT		0	spider_nipper	0	56	31	56	16	0	0	0	0	120	146	2363	3	7	208	313	1182	0	57	90	100	50	2000	175	30058	0	0	0	0	0	0	1	0	10	0	1	0	1	-5	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	1.0	0	0	13421823	70105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0
2055	huysuz_zehirli_asker_orumhuysuz_zehirli_asker_orum	S_PAWN	MONSTER	MELEE	52	100			0	INSECT		0	spider_soldier	0	71	33	39	16	0	0	0	0	125	152	2516	3	7	216	325	1229	0	59	80	120	50	2000	175	30059	0	0	0	0	0	0	1	0	0	10	0	1	0	-15	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	1.0	0	0	13421823	70105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0
2061	kucuk_zehirli_orumcek	PAWN	MONSTER	MELEE	60	100			0	INSECT		0	spider_young	0	77	58	39	20	0	0	0	0	144	176	3771	12	10	533	798	4440	0	80	110	120	100	2000	150	0	0	0	0	5	0	5	0	0	0	-5	0	0	0	0	0	-20	0	0	0	10	0	0	1	0	0	0	0	0	0	0	1.0	0	0	0	70104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0
2062	oldurucu_zehirli_orumcek	S_PAWN	MONSTER	MELEE	62	100			0	INSECT		0	spider_poison	0	80	60	40	20	0	0	0	0	132	198	4028	7	10	552	828	4632	0	83	110	120	100	2000	150	0	0	0	0	5	0	5	0	0	0	-5	0	0	0	0	0	-20	0	0	0	10	0	0	1	0	0	0	0	0	0	0	1.0	0	0	0	70105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0
2063	kirm._olum._zeh._orumcek	KNIGHT	MONSTER	MELEE	64	100			0	INSECT		0	spider_redpoison	0	82	62	41	21	0	0	0	0	137	206	6714	12	15	698	1047	9648	0	86	110	120	100	2000	150	0	0	0	0	5	1	5	0	0	0	-5	0	0	0	0	0	-20	0	0	0	10	0	0	1	0	0	0	0	0	0	0	2.0	0	0	0	70106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0
2064	zehirli_pence_orumcegi	KNIGHT	MONSTER	MELEE	66	100			0	INSECT		0	spider_nipper	0	84	63	42	21	0	0	0	0	159	195	7149	7	10	723	1085	10032	0	89	110	120	100	2000	150	0	0	0	0	3	0	5	0	0	0	-5	0	0	0	0	0	-20	0	0	0	10	0	0	1	0	0	0	0	0	0	0	2.0	0	0	0	70106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0
2065	zehirli_asker_orumcek	S_KNIGHT	MONSTER	MELEE	68	100			0	INSECT		0	spider_soldier	0	87	65	43	22	0	0	0	0	164	201	7602	20	25	747	1121	10416	0	93	110	120	100	2000	150	0	0	0	0	3	0	5	0	0	0	-5	0	0	0	0	0	-20	0	0	0	10	0	0	1	0	0	0	0	0	0	0	2.0	0	0	0	70107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0
2071	vahsi_yav._zeh._orumcek	KNIGHT	MONSTER	MELEE	60	100			0	INSECT		0	spider_young	0	77	57	38	19	0	0	0	0	117	217	9063	10	10	384	576	4771	0	84	110	120	100	2000	150	0	0	0	0	5	0	5	0	0	0	-5	0	0	0	0	0	-20	0	0	0	10	0	0	1	0	0	0	0	0	0	0	1.0	0	0	16764108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0
2072	vahsi_olum.zeh._orumcek	KNIGHT	MONSTER	MELEE	62	100			0	INSECT		0	spider_poison	0	79	59	39	19	0	0	0	0	120	223	9585	10	10	393	590	4929	0	86	110	120	100	2000	150	0	0	0	0	5	0	5	0	0	0	-5	0	0	0	0	0	-20	0	0	0	10	0	0	1	0	0	0	0	0	0	0	1.0	0	0	16764108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0
2073	vahsi_kirm._zeh._orumcek	S_KNIGHT	MONSTER	MELEE	64	100			0	INSECT		0	spider_redpoison	0	82	61	41	20	0	0	0	0	128	239	13504	5	10	537	806	9829	0	108	110	120	100	2000	150	0	0	0	0	5	1	5	0	0	0	-5	0	0	0	0	0	-20	0	0	0	10	0	0	1	0	0	0	0	0	0	0	2.0	0	0	16764108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0
2074	vahsi_zeh.pence_orumcegi	S_KNIGHT	MONSTER	MELEE	66	100			0	INSECT		0	spider_nipper	0	84	63	42	21	0	0	0	0	132	245	14248	10	15	550	825	10135	0	112	110	120	100	2000	150	0	0	0	0	3	0	5	0	0	0	-5	0	0	0	0	0	-20	0	0	0	10	0	0	1	0	0	0	0	0	0	0	2.0	0	0	16764108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0
2075	vahsi_zeh._asker_orumcek	S_KNIGHT	MONSTER	MELEE	68	100			0	INSECT		0	spider_soldier	0	86	65	43	21	0	0	0	0	146	271	15020	5	10	563	844	10441	0	115	110	120	100	2000	150	0	0	0	0	3	0	5	0	0	0	-5	0	0	0	0	0	-20	0	0	0	10	0	0	1	0	0	0	0	0	0	0	2.0	0	0	16764108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0
2076	vahsi_guclu_zeh._orumcek	S_KNIGHT	MONSTER	MELEE	68	100		AGGR	0	INSECT		0	spider_soldier	0	86	65	43	21	0	0	0	0	156	290	15020	20	25	563	844	10441	0	115	110	120	100	2000	150	0	0	0	0	3	0	5	0	0	0	-5	0	0	0	0	0	-20	0	0	0	10	0	0	1	0	0	0	0	0	0	0	2.0	0	0	16764108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0
2091	kralice_orumcek	BOSS	MONSTER	MAGIC	60	100		STONESKIN	0	INSECT	STUN,SLOW,CURSE,TERROR	0	spider_queen	0	77	58	39	17	0	0	0	0	117	160	193408	10	10	29440	44160	57840	0	68	110	100	100	2000	150	0	0	0	0	25	0	20	20	40	40	35	40	40	40	40	35	0	0	60	-30	10	10	0	0	0	1	0	0	0	0	0	2.0	2037	5	0	0	35	261	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0
2092	orumcek_barones	KING	MONSTER	MELEE	75	100		AGGR,BERSERK,STONESKIN,DEATHBLOW,REVIVE	0	INSECT	STUN,SLOW,CURSE,TERROR	0	spider_king	0	122	91	61	30	0	0	0	0	150	278	2568600	30	20	23400	35100	356400	0	90	150	160	100	2000	350	0	0	0	0	25	10	30	30	40	40	35	40	40	40	40	35	0	0	60	-20	10	10	0	0	0	1	0	0	0	0	0	2.0	2076	5	0	0	40	261	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0
2093	elit_kralice_orumcek	KING	MONSTER	MELEE	97	100		AGGR,BERSERK,STONESKIN,DEATHBLOW,REVIVE	0	INSECT	STUN,SLOW,CURSE,TERROR	0	spider_queen	0	122	91	61	30	0	0	0	0	150	278	2568600	30	20	23400	35100	356400	0	90	150	160	100	2000	350	0	0	0	0	0	0	15	20	50	30	25	30	30	30	50	25	0	0	50	-20	20	20	0	0	0	1	0	0	0	0	0	2.0	2414	10	0	0	40	261	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0
2094	orumcek_baronu	KING	MONSTER	MELEE	72	100		AGGR	0	INSECT	STUN,SLOW,CURSE,TERROR	0	spider_queen	0	95	71	48	24	0	0	0	0	102	190	1277520	20	20	51740	77610	208800	0	73	110	100	100	2000	150	0	0	0	0	0	0	15	20	50	30	25	30	30	30	50	25	0	0	50	-20	20	20	0	0	0	1	0	0	0	0	0	2.0	2076	10	0	0	40	261	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0
2095	orumcek_yumurtasi	KING	MONSTER	MELEE	70	100		NOMOVE	0	INSECT	STUN,SLOW,CURSE,TERROR	0	spider_egg	0	67	45	89	22	0	0	0	0	0	0	193408	30	20	0	0	5000	0	150	0	0	100	2000	350	0	0	0	0	0	0	0	0	70	70	70	70	70	70	70	70	0	0	70	-20	70	70	0	0	0	1	0	0	0	0	0	1.0	2071	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0
2101	col_tilkisi	S_PAWN	MONSTER	MELEE	19	100			0	DESERT		0	fennec_fox	0	18	24	12	6	0	0	0	0	45	55	784	5	7	92	138	554	0	24	100	200	0	2000	175	0	0	0	0	0	0	0	5	100	0	0	0	0	0	100	0	0	0	100	0	10	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	70105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0
2102	colun_ucan_gozu	S_PAWN	MONSTER	MELEE	37	100			0	DESERT		0	evil_eye	0	52	24	36	12	0	0	0	0	62	115	1877	5	7	168	253	1252	0	43	100	100	100	2000	175	0	0	0	0	0	3	0	5	0	1	0	1	0	1	-10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	70105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0
2103	kral_akrep	S_PAWN	MONSTER	MELEE	39	100			0	DESERT		0	giant_scorpion	0	41	51	30	13	0	0	0	0	65	120	2025	5	7	176	265	1319	0	45	100	80	100	2000	175	30046	0	0	0	0	0	0	5	0	0	1	0	1	0	-15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	70105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0
2104	genc_akrep_adam	KNIGHT	MONSTER	MELEE	44	100			0	DESERT	POISON	0	scorpionman_sword	0	50	28	37	14	0	0	0	0	91	111	3228	12	12	254	381	2478	0	51	110	120	100	2000	175	30045	0	0	0	5	0	0	5	0	1	1	2	1	1	-10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	70106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0
2105	akrep_okcu	KNIGHT	MONSTER	RANGE	47	100			0	DESERT	POISON	0	scorpionman_bow	0	59	30	22	15	0	0	0	0	95	116	2598	8	7	558	837	2646	0	54	60	70	100	2000	850	30055	0	0	0	5	0	5	5	2	0	0	-10	0	0	2	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0
2106	yilan_kilicci	KNIGHT	MONSTER	MELEE	48	100			0	DESERT	POISON	0	snakeman_sword	0	79	27	36	15	0	0	0	0	87	130	3692	12	12	276	414	2702	0	55	110	110	100	2000	175	30022	0	0	0	5	0	0	5	0	1	1	1	0	0	-15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	70106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0
2107	yilan_okcu	KNIGHT	MONSTER	RANGE	51	100			0	DESERT	POISON	0	snakeman_bow	0	64	28	24	16	0	0	0	0	90	136	2957	8	7	603	904	2870	0	58	60	110	100	2000	850	30067	0	0	0	5	0	0	5	2	-5	-10	-5	0	0	2	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0
2108	col_haydutu	S_KNIGHT	MONSTER	MELEE	54	100			0	DESERT		0	outlaw	0	61	68	44	17	0	0	0	0	95	143	6969	4	12	404	607	6076	0	62	100	120	100	2000	175	0	0	0	0	0	0	5	5	0	0	10	0	0	0	-20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.0	0	0	0	70107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0
2131	vahsi_akrep_adam	PAWN	MONSTER	MELEE	60	100			0	INSECT		0	scorpionman_sword	0	77	58	39	20	0	0	0	0	144	176	3771	12	10	533	798	4956	0	80	110	120	100	2000	150	30045	0	0	0	5	0	5	0	0	0	-5	0	0	0	0	0	-20	0	0	0	10	0	0	1	0	0	0	0	0	0	0	1.0	0	0	0	70104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0
2132	akrep_okcu	S_PAWN	MONSTER	RANGE	62	100			0	INSECT		0	scorpionman_bow	0	80	60	40	20	0	0	0	0	132	198	4028	7	10	552	828	5292	0	83	110	120	100	2000	850	30055	0	0	0	5	0	5	0	0	0	-5	0	0	0	0	0	-20	0	0	0	10	0	0	1	0	0	0	0	0	0	0	1.0	0	0	0	70105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0
2133	yilan_kilicci	KNIGHT	MONSTER	MELEE	64	100			0	INSECT		0	snakeman_sword	0	82	62	41	21	0	0	0	0	137	206	6714	12	15	698	1047	5404	0	86	110	120	100	2000	150	30022	0	0	0	5	1	5	0	0	0	-5	0	0	0	0	0	-20	0	0	0	10	0	0	1	0	0	0	0	0	0	0	2.0	0	0	0	70106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0
2134	yilan_okcu	KNIGHT	MONSTER	RANGE	66	100			0	INSECT		0	snakeman_bow	0	84	63	42	21	0	0	0	0	159	195	7149	7	10	723	1085	5740	0	89	110	120	100	2000	850	30067	0	0	0	3	0	5	0	0	0	-5	0	0	0	0	0	-20	0	0	0	10	0	0	1	0	0	0	0	0	0	0	2.0	0	0	0	70106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0
2135	col_haydutu	S_KNIGHT	MONSTER	MELEE	68	100			0	INSECT		0	outlaw	0	87	65	43	22	0	0	0	0	164	201	7602	20	25	747	1121	12152	0	93	110	120	100	2000	150	0	0	0	0	3	0	5	0	0	0	-5	0	0	0	0	0	-20	0	0	0	10	0	0	1	0	0	0	0	0	0	0	2.0	0	0	0	70107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0
2151	guclu_col_tilkisi	S_PAWN	MONSTER	MELEE	19	100			0	DESERT		0	fennec_fox	0	18	24	12	6	0	0	0	0	54	66	627	5	7	92	138	388	0	24	100	200	0	2000	175	0	0	0	0	0	0	0	5	100	0	0	0	0	0	100	0	0	0	100	0	10	0	0	0	0	0	0	0	0	0	0	1.0	0	0	16764108	70105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0
2152	guclu_dervis	S_PAWN	MONSTER	MELEE	37	100			0	DESERT		0	evil_eye	0	52	24	36	12	0	0	0	0	74	138	1502	5	7	168	253	876	0	43	100	100	100	2000	175	0	0	0	0	0	3	0	5	0	1	0	1	0	1	-10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	16764108	70105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0
2153	guclu_akrep_kral	S_PAWN	MONSTER	MELEE	39	100			0	DESERT		0	giant_scorpion	0	41	51	30	13	0	0	0	0	78	144	1620	5	7	176	265	923	0	45	100	80	100	2000	175	30046	0	0	0	0	0	0	5	0	0	1	0	1	0	-15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	16764108	70105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0
2154	guclu_akrep_adam	KNIGHT	MONSTER	MELEE	44	100			0	DESERT	POISON	0	scorpionman_sword	0	50	28	37	14	0	0	0	0	109	133	2582	12	12	254	381	1735	0	51	110	120	100	2000	175	30045	0	0	0	5	0	0	5	0	1	1	2	1	1	-10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	16764108	70106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0
