VNUM	LOCALE_NAME
5124	Güçlü Maymun General
5125	Güçlü Taþ Maymun
5126	Güçlü Altýn Maymun
5127	Güçlü Maymun Lider
5131	Zeki Küçük Maymun Asker
5132	Zeki Küçük Maymun Atýcý
5133	Zeki Küçük MaymunSavaþçý
5134	Zeki Kç. Maymun General
5141	Zeki Maymun Asker
5142	Zeki Maymun Atýcý
5143	Zeki Maymun Savaþçý
5144	Zeki Maymun General
5145	Zeki Taþ Maymun
5146	Zeki Maymun Lider
5151	Kötü Güçlü Maymun Asker
5152	Kötü Güçlü Maymun Atýcý
5153	Kötü Güçlü MaymunSavaþçý
5154	Kötü Güçlü Maymun Gnrl.
5155	Kötü Güçlü Taþ Maymun
5156	Kötü Güçlü Altýn Maymun
5157	Kötü Güçlü Maymun Lider
5161	Kaya Maymun
5162	Yürüyen Maymun
5163	Maymun Lordu
5201	Yabani Köpek
5202	Yaban Domuzu
5203	Kýrmýzý Yaban Domuzu
5204	Ayý
5205	Kahverengi Ayý
5206	Siyah Ayý
5207	Aç Kahverengi Ayý
5208	Kaplan
5209	Beyaz Kaplan
6001	Kor Alev Hayaleti
6002	Kor Alev Kaplaný
6003	Kor Alev
6004	Kor Alev Savaþçýsý
6005	Kor Alev Kralý
6006	Kor Ateþ Golemi
6007	Kor Alev Sakallýsý
6008	Kor Alev Generali
6009	Kor Alev Lordu
6051	Ýgnatör
6091	Razadör
6101	Ayaz Kristali
6102	Ayaz Böceði
6103	Ayaz Adam
6104	Ayaz Yetisi
6105	Ayaz Golemi
6106	Ayaz Trolü
6107	Ayaz Sakal
6108	Ayaz Generali
6109	Ayaz Lordu
6110	Magma Yeti
6111	Magma Golemi
6112	Magma Böceði
6113	Magma Adamý
6114	Magma Kristali
6115	Magma Ejderi
6116	Ejderha Bekçisi Ýdall
6117	Ýdall'in Cellati
6118	Ejderha Heykeli
6151	Szel
6191	Nemere
6192	Jotun Thrym
6193	Ejderha Kraliçesi Meley
6201	Magma Yeti
6202	Magma Golemi
6203	Magma Böceði
6204	Magma Adamý
6205	Magma Kristali
6206	Magma Ejderi
6207	Ejderha Bekçisi Ýdall
6209	Ejderha Heykeli
6301	Ochao Savaþçýsý
6302	Ochao Askeri
6303	Ochao Büyücüsü
6304	Ochao Celladý
6305	Ochao Generali
6306	Güçlü Ochao Savaþçýsý
6307	Güçlü Ochao Askeri
6308	Güçlü Ochao Büyücüsü
6309	Güçlü Ochao Celladý
6310	Güçlü Ochao Generali
6391	Ochao Dükü
6392	Ochao Muhafýzý
6393	Güçlü Ochao Dükü
6394	Güçlü Ochao Muhafýzý
6401	En Tai Savaþçýsý
6402	En Tai Savaþçýsý
6403	En Tai Rahibi
6404	En Tai Þifacýsý
6405	En Tai Bekçisi
6406	En Tai Ýmhacýsý
6407	En Tai Hükümdarý
6408	Bagjanamu
6409	Ochao Þifacýsý
6410	Güçlü En Tai Savaþçýsý
6411	Güçlü En Tai Savaþçýsý
6412	Güçlü En Tai Rahibi
6413	Güçlü En Tai Þifacýsý
6414	Güçlü En Tai Ýmhacýsý
6415	Beran Setaou Etkinliði
6416	Nemere Etkinliði
6417	Razadör Etkinliði
6418	Jotun Thrym Etkinliði
6419	Kýrmýzý Ejderha Etkinl.
6420	Gölge Savaþçýsý
6421	Baashido
6422	Agoni Metini
6430	Vahþi Yüzbaþý
6431	Ork Reisi
6432	Dokuz Kuyruk
6433	Güçlü Buz Cadýsý
6434	General
6435	Nemere
6436	Beran-Setaou
6437	Razadör
6438	Jotun Thrym
6439	Gizemli Rahip
6500	Ejderha Kralý Akzadur
6501	Ejderha Kralý Nafaroth
6502	Ejderha Kralý Exedyar
6503	Ejderha Kralý Ruilith
6504	Tyolduran
6513	Ejderha portalý
6514	Ejderha kralýna git
6515	Çýkýþ
6541	Cehennem köpeði yankýsý
6542	Trol askeri yankýsý
6543	Trol savaþçýsý yankýsý
6544	Trol niþancýsý yankýsý
6545	Natanan'ýn yankýsý
6546	Argos'un yankýsý
6547	Portal
6686	Jin bing
6687	Er Ki
6688	Er Mao
6689	Er Gong
6690	Cephe büyücüsü
6691	Kao
6692	Kral Bao (Görev)
6693	Jin bing
6694	Er Ki
6695	Er Mao
6696	Er Gong
6697	Cephe büyücüsü
6698	Kao
6699	Kral Bao
6700	Cehennem köpeði
6701	Troll Askeri
6702	Troll Savaþçýsý
6703	Troll Niþancýsý
6704	Trol Þamaný
6705	Natanan
6706	Argos
6707	Troll Askeri
6708	Troll Savaþçýsý
6709	Troll Niþancýsý
6710	Baðlý ruh
6711	Cehennem köpeði
6712	Troll Askeri
6713	Troll Savaþçýsý
6714	Troll Niþancýsý
6715	Trol Þamaný
6716	Natanan
6717	Argos
6718	Myr Kovix
6719	Myr Proleteri
6720	Myr Golemi
6721	Myr Savaþçý
6722	Myr Büyücü
6723	Myr Gazisi
6724	Myr Primus
6725	Myr Kovix
6726	Myr Proleteri
6727	Myr Golemi
6728	Myr Savaþçý
6729	Myr Büyücü
6730	Myr Gazisi
6731	Myr Primus
6744	Kappa askeri
6745	Kappa iþçisi
6746	Kappa askeri
6747	Kappa sihirbazý
6748	Kappa avcýsý
6749	Þiddetli Kappa
6750	Yýlan akrebi
6751	Yýlan iþçisi
6752	Yýlan Kappasý
6753	Yýlan askeri
6754	Yýlan münzevisi
6755	Güçlü Yýlan savaþçýsý
6756	Yýlan kraliçesi Nethis
6757	Yýlan Sütunu
6758	Bozulmuþ asker
6759	Bozulmuþ çatýþma
6760	Bozulmuþ savaþçý
6761	Bozulmuþ rahip
6762	Bozulmuþ general
6763	Bozulmuþ reis
6764	Bozlm. Savaþ reisi
6765	Güçlü Yýlan savaþçýsý
6770	Donmuþ tilki
6771	Donmuþ gözcü
6772	Donmuþ savaþçý
6773	Donmuþ avcý
6774	Donmuþ general
6775	Donmuþ reis
6776	Donmuþ savaþ reisi
6777	Ele geçrlmþ. buz geyiði
6778	Ele geçrlmþ. kar leoparý
6779	Kuzey Rüzgarý Yeti
6780	Kuzey Rüzgarý hayaleti
6781	Kuzey Rüzgarý Golemi
6782	Bigfoot
6783	Kuzey R. savaþ reisi
6784	Kuzey Rüzgarý Z. gözcüsü
6785	Zula Çatýþmacýsý
6786	Kuzey Rüzg. Z. savaþçýsý
6787	Kuzey Rüzg. Z. sihirbazý
6788	Kuzey Rüzg. Z. Generali
6789	Zula savaþ reisi
6790	Alastor
6791	Alastor
6792	Kuzey Rüzgarý Z. gözcüsü
6793	Zula Çatýþmacýsý
6794	Kuzey Rüzg. Z. savaþçýsý
6795	Kuzey Rüzg. Z. sihirbazý
6796	Kuzey Rüzg. Z. Generali
6797	Zula savaþ reisi
6800	Gnoll Savaþçý
6801	Gnoll Gözcü
6802	Gnoll Büyücü
6803	Gnoll Mareþal
6804	Gnoll Usta
6805	Gnoll Yüzbaþý
6806	Gnoll Asker
6807	Gnoll Ajan
6808	Gnoll Büyücü
6809	Gnoll Komutan
6810	Ahtrin Savaþçý
6811	Ahtrin Ýzci
6812	Ahtrin Sihirbaz
6813	Ahtrin Komutan
6814	Ahtrin Yüzbaþý
6815	Ahtrin Yüzbaþý
6816	Ahtrin Ajan
6817	Ahtrin Büyücü
6818	Ahtrin Komutan
6819	Ahtrin Usta
6820	Ahtrin Büyük Üstat
6850	Yýlan akrebi
6851	Yýlan iþçisi
6852	Yýlan Kappasý
6853	Yýlan askeri
6854	Yýlan kasabý
6855	Güçlü Yýlan savaþçýsý
6856	Yýlan kraliçesi Nethis
6860	Kýlýç ustasý Jin
6861	Mýzrak ustasý Ki
6862	Mýzrak ustasý Mao
6863	Okçu Gong
6864	Kýlýç ustasý Kao
6865	Kýlýç ustasý Jin
6866	Mýzrak ustasý Ki
6867	Mýzrak ustasý Mao
6868	Okçu Gong
6869	Kýlýç ustasý Kao
6870	Gizemli rahip
6871	Gizemli rahip
6875	Bozulmuþ asker
6876	Bozulmuþ çatýþma
6877	Bozulmuþ savaþçý
6878	Bozulmuþ rahip
6879	Bozulmuþ general
6880	Bozulmuþ reis
6881	Bozlm. Savaþ reisi
6882	Ruhsuz tilki
6883	Donmuþ gözcü
6884	Donmuþ savaþçý
6885	Donmuþ avcý
6886	Donmuþ general
6887	Donmuþ reis
6888	Donmuþ savaþ reisi
6889	Lanetli buz geyiði
6890	Ele geçrlmþ. kar leoparý
6891	Kuzey Rüzgarý Yeti
6892	Kuzey Rüzgarý hayaleti
6893	Kuzey Rüzgarý Golemi
6894	Bigfoot
6895	Kuzey R. savaþ reisi
6896	Balathor
6897	Balathor
6898	Hayalet savaþçý
6899	Hayalet okçu
6900	Hayalet yanký
6901	Kayýp Þövalye
6902	Kayýp Savaþçý
6903	Kayýp Ruh
6904	Kayýp Banshee
6905	Acýmasýz Þövalye
6906	Acýmasýz Savaþçý
6907	Acýmasýz Ruh
6908	Acýmasýz Banshee
6909	Zayýf Þövalye
6910	Zayýf Savaþçý
6911	Zayýf Banshee
6912	Ýntikamcý Þövalye
6913	Ýntikamcý Savaþçý
6914	Ýntikamcý Banshee
6915	Düþmüþ Þövalye
6916	Düþmüþ Savaþçýlar
6917	Düþmüþ Ruh
6918	Düþmüþ Banshee
6919	Azphirna
6920	Nykos
6921	Lanetli Azphirna
6922	Lanetli Nykos
6923	Lanetli Ruh Hasatçýsý
6924	Gölge Getiren
6925	Kara Þövalye
6926	Kurnaz Gölge Hizmetkarý
6927	Yabani Gölge Hizmetkarý
6928	Güçlü Gölge Hizmetkarý
6929	Kara Büyücü
6930	Zayýf Gölge Getiren
6931	Zayýf Kara Þövalye
6932	Zayýf Gölge Hizmetkarý
6933	Öfkeli Gölge Hizmetkarý
6934	Korkunç Gölge Hizmetkarý
6935	Zayýf Büyücü
6936	Elit Kara Þövalye
6937	Kasap Kalgaroth
6938	Nezerath
6939	Aamon
6940	Güneþ Parçasý
6941	Güneþ Parçasý
6942	Güneþ Parçasý
6943	Aamon
6944	Hýrs Alameti
6945	Elit Gölge Getiren
6946	Albira'nýn Güneþ Parçasý
6947	Mahkum Gölge Getiren
7001	Maymun Asker
7002	Maymun Binici
7003	Gimu Maymun Asker
7004	Maymun Komutan
7005	Taþ Maymun
7006	Altýn Maymun
7007	Maymun General
7008	Tu-Gui Ýþçi
7009	Tu-Gui Asker Müfettiþ
7010	Tu-Gui Beyaz Komutan
7012	Bi-Ma-Gui-An
7013	Akrep Kral
7014	Zeki Akrep Adam
7015	Akrep Okçu
7016	Yýlan Kýlýççý
7017	Yýlan Okçu
7018	Çöl Haydutu
7019	Tu-Ji Asker
7020	Hwa-ryung
7021	Tu-Ji Serseri
7022	Cham-Ma
7023	Teawha-Mu
7024	Juk-gui
7025	Dung-Juk
7026	Juk-Mok
7027	Hwaryu Juk
7028	Siyah Juk-Guimok
7029	Buz Þeytaný
7030	Buz Boynuz. Katil Balina
7031	Buz Böceði
7032	Seol-Gu
7033	Buz Adam
7034	Buz Devi
7035	Buz Golemi
7036	Buz Þeytaný
7037	Buz Boynuz. Katil Balina
7038	Buz Böceði
7039	Seol-Gu
7040	Buz Adam
7041	Buz Devi
7042	Buz Golemi
7043	Buz Þeytaný
7044	Buz Boynuz. Katil Balina
7045	Buz Böceði
7046	Seol-Gu
7047	Buz Adam
7048	Buz Devi
7049	Buz Golemi
7050	Çölün Uçan Gözü
7051	Kral Akrep
7052	Genç Akrep Adam
7053	Akrep Okçu
7054	Yýlan Kýlýççý
7055	Yýlan Okçu
7056	Çöl Haydutu
7057	Çölün Uçan Gözü
7058	Kral Akrep
7059	Genç Akrep Adam
7060	Akrep Okçu
7061	Yýlan Kýlýççý
7062	Yýlan Okçu
7063	Çöl Haydutu
7064	Çölün Uçan Gözü
7065	Kral Akrep
7066	Genç Akrep Adam
7067	Akrep Okçu
7068	Yýlan Kýlýççý
7069	Yýlan Okçu
7070	Çöl Haydutu
7071	Savaþ Kaplaný Kölesi
7072	Alev Hayaleti
7073	Savaþ Kaplaný
7074	Alev
7075	Alev Savaþçý
7076	Savaþ Kaplaný Kölesi
7077	Alev Hayaleti
7078	Savaþ Kaplaný
7079	Alev
7080	Alev Savaþçý
7081	Savaþ Kaplaný Kölesi
7082	Alev Hayaleti
7083	Savaþ Kaplaný
7084	Alev
7085	Alev Savaþçý
7086	Hayalet Aðaç Kökü
7087	Orman Perisi
7088	Hayalet Söðüt
7089	Kötü Aðaç
7090	Hayalet Aðaç Kökü
7091	Orman Perisi
7092	Hayalet Söðüt
7093	Kötü Aðaç
7094	Hayalet Aðaç Kökü
7095	Orman Perisi
7096	Hayalet Söðüt
7101	Top
7102	Top
7103	Ok Yaðmuru Mancýnýðý
7104	Ok Yaðmuru Mancýnýðý
7105	Kule
7106	Ocak
7107	Ocak
7108	Ocak
7109	Ocak
7110	Ocak
7111	Ocak
7112	Ocak
7113	Cheeta
7114	Kraton
7115	Charly
7116	Nini
7117	Zulu
7118	Maymun Savaþçýsý Deka
7119	Maymun Savaþçýsý Oba
7120	Kral Keung
7121	Kiros
7122	Manchu
7123	Sgok
7124	Ýndrik
7125	Lanetli Kurt
7126	Lanetli Alfa Kurt
7127	Lanetli Mavi Kurt
7128	Lanetli Gri Kurt
7129	Lanetli Yaban Domuzu
7130	Lan.Kýrmýzý Yaban Domuzu
7131	Lanetli Ayý
7132	Lanetli Gri Ayý
7133	Lanetli Siyah Ayý
7134	Lanetli Kahverengi Ayý
7135	Lanetli Kaplan
7136	Elit Ork
7137	Elit Ork Gözcüsü
7138	Elit Ork Savaþçýsý
7139	Elit Ork Büyücüsü
7140	Elit Ork Generali
7141	Siyah Ork
7142	Siyah Ork Devi
7143	Cesur Büyük Ork
7144	Cesur Büyük Ork Gözcüsü
7145	Cesur Büyük OrkSavaþçýsý
7146	Cesur Büyük Ork Büyücüsü
7147	Cesur Büyük Ork Generali
7148	Cesur Siyah Ork
7149	Cesur Siyah Ork Devi
7152	Çölün Uçan Gözü
7153	Kral Akrep
7154	Genç Akrep Adam
7155	Akrep Okçu
7156	Yýlan Kýlýççý
7157	Yýlan Okçu
7158	Çöl Haydutu
7159	Vahþi Akrep Adam
7160	Huysuz Z. Yavru Örümcek
7161	Huysuz Ölmcl. Z. Örümcek
7162	Huys.Kýrm.Öl.Zeh.Örümcek
7163	Huys.Zeh. Pençe Örümceði
7164	Savaþ Kaplaný Kölesi
7165	Alev Hayaleti
7166	Savaþ Kaplaný
7167	Alev
7168	Alev Savaþçý
7169	GüçlüSavaþKaplaný Kölesi
7170	Güçlü Alev Hayaleti
7171	Güçlü Savaþ Kaplaný
7172	Güçlü Alev Hayaleti
7173	Güçlü Alev Savaþçýsý
7174	Büyülü Buz
7175	Buz Katil Balinasý
7176	Buz Böceði
7177	Buz Arslaný
7178	Buz Adam
7179	Yeti
7180	Buz Golemi
7181	Hastalýklý Köpek
7182	Hastalýklý Adam
7183	Hast. Kýlýç Savaþçýsý
7184	Hastalýklý Mýzrakçý
7185	Hastalýklý Okçu
7186	Cehennem Deniz Anasý
7187	Cehennem köpeði
7188	Zombi
7189	Cehennem Subayý
7190	Cehennem Bekçisi
7191	Ýkibaþlý Cehennem Okçusu
7192	Cehennem Kepçesi
7193	Cehennem Savaþçýsý
7194	Cehennem Okçusu
7195	Cehennem Mýzrakçýsý
7196	Cehennem Papazý
7197	Cehennem Binbaþýsý
7198	En Tai Savaþçýsý
7199	En Tai Savaþçýsý
7200	En Tai Rahibi
7201	En Tai Þifacýsý
7202	En Tai Ýmhacýsý
7203	En Tai Hükümdarý
7204	Lemur Büyücü
7205	Lemur Savaþçý
7206	Lemur Asker
7207	Lemur Cellat
7210	Ýstilacý Komutan
7211	Ýstilacý Ateþ Komutaný
7212	Ýstilacý Buz Komutaný
7213	Ýstilacý Þimþek Komutaný
7214	Ýstilacý Rüzgar Komutaný
7215	Ýstilacý Toprak Komutaný
7216	Ýstilacý Karanlýk Komut.
7550	Cehennem Kulesi Kurdu
7551	Cehennem Kulesi Zorbasý
7552	Cehennem Kulesi Berserk.
7553	Cehennem Kulesi Büyücüsü
7554	Cehennem Kulesi Kasabý
7555	Cehennem Kulesi Nigrom.
7556	Cehennem K. Büyük Üstat
7557	Cehennem Kulesi Kurdu
7558	Cehennem Kulesi Zorbasý
7559	Cehennem Kulesi Berserk.
7560	Cehennem Kulesi Büyücüsü
7561	Cehennem Kulesi Kasabý
7562	Cehennem Kulesi Nigrom.
7563	Cehennem K. Büyük Üstat
7564	Cehennem Kulesi Kurdu
7565	Cehennem Kulesi Zorbasý
7566	Cehennem Kulesi Berserk.
7567	Cehennem Kulesi Büyücüsü
7568	Cehennem Kulesi Kasabý
7569	Cehennem Kulesi Nigrom.
7570	Cehennem K. Büyük Üstat
7571	Cehennem Kulesi Kurdu
7572	Cehennem Kulesi Zorbasý
7573	Cehennem Kulesi Berserk.
7574	Cehennem Kulesi Büyücüsü
7575	Cehennem Kulesi Kasabý
7576	Cehennem Kulesi Nigrom.
7577	Cehennem K. Büyük Üstat
7578	Cehennem Kulesi Kurdu
7579	Cehennem Kulesi Zorbasý
7580	Cehennem Kulesi Berserk.
7581	Cehennem Kulesi Büyücüsü
7582	Cehennem Kulesi Kasabý
7583	Cehennem Kulesi Nigrom.
7584	Cehennem K. Büyük Üstat
7585	Cehennem Kulesi Kurdu
7586	Cehennem Kulesi Zorbasý
7587	Cehennem Kulesi Berserk.
7588	Cehennem Kulesi Büyücüsü
7589	Cehennem Kulesi Kasabý
7590	Cehennem Kulesi Nigrom.
7591	Cehennem K. Büyük Üstat
7592	Cehennem Kulesi Yýkýcýsý
7593	Cehennem Kulesi Yýkýcýsý
7594	Cehenn. Kulesi Þeytan T.
7595	Kule Okçusu
7600	Cehennem Kulesi Ruh Taþý
7609	Cehennem Kuls. Büyü Ust.
7610	Cehennem Kulesi Prensi
7611	Cehennem Kulesi Prensi
7612	Cehennem K. Ölüm Prensi
7613	Cehennem K. Ölüm Prensi
7614	Cehennem Kuls. Büyü Ust.
7615	Cehennem Kulesi Kurdu
7616	Cehennem Kulesi Zorbasý
7617	Cehennem Kulesi Kasabý
7618	Cehennem Kulesi Kasabý
7619	Cehennem Kulesi Berserk.
7620	Cehennem Kulesi Büyücüsü
8001	Üzüntü Metini
8002	Dövüþ Metini
8003	Savaþ Metini
8004	Hýrs Metini
8005	Siyah Metin
8006	Karanlýk Metin
8007	Kýskançlýk Metini
8008	Ruh Metini
8009	Gölge Metini
8010	Dayanýklýlýk Metini
8011	Þeytan Metini
8012	Lanet Metini
8013	Ölüm Metini
8014	Katil Metini
8015	Dayanýklýlýk Metini
8016	Þeytan Metini
8017	Lanet Metini
8018	Ölüm Metini
8019	Katil Metini
8020	Shinsoo Kayasý
8021	Jinno Kayasý
8022	Chunjo Kayasý
8023	Ýmparatorluk Kayasý
8024	Metin Pung-Ma
8025	Metin Ma-An
8026	Metin Tu-Young
8027	Metin Jeon-Un
8031	Dað Metini
8032	Ýntikam Metini
8033	Kimsesizlik Metini
8034	Kibir Metini
8035	Kurtuluþun Metin'i
8036	Hainliðin Metin'i
8037	Mutsuzluðun Metin'i
8038	Misilleme Metin'i
8039	Gurur Metini
8040	Hasetin Metin'i
8041	Paskalya Metini
8042	Paskalya Metini
8043	Paskalya Metini
8044	Paskalya Metini
8045	Paskalya Metini
8046	Paskalya Metini
8047	Paskalya Metini
8048	Paskalya Metini
8049	Paskalya Metini
8050	Paskalya Metini
8051	Iþýksýzlýk Metini
8052	Korluðun Metini
8053	Maðrurluðun Metini
8054	Öfkenin Metini
8055	Felaketin Metini
8056	Namertlik Metini
8057	Cehennem Ateþi Metini
8058	Ayaz Metini
8059	Aðaç Yaratýðý Metini
8060	Bal Kabaðý Metini
8061	Orman Metini
8062	Farkýndalýk Metini (G)
8063	Takdir Metini
8064	Bilinç Metini
8065	Jin Metini
8066	Shiho Metini
8067	Farklandýrma Metini
8068	Ay Iþýðý Metini
8076	Mekan Yýlaný Metini
8077	Gumarlý Metin
8101	Üzüntü Metini
8102	Dövüþ Metini
8103	Savaþ Metini
8104	Hýrs Metini
8105	Siyah Metin
8106	Karanlýk Metin
8107	Kýskançlýk Metini
8108	Ruh Metini
8109	Gölge Metini
8110	Dayanýklýlýk Metini
8111	Þeytan Metini
8112	Düþüþ Metini
8113	Ölüm Metini
8114	Katil Metini
8115	Ay Metini
8120	ZÇ: Dað Metini
8121	ZÇ: Ýntikam Metini
8122	ZÇ: Kimsesizlik Metini
8123	ZÇ: Kibir Metini
8124	ZÇ: Cehennm Ateþi Metini
8125	ZÇ: Ýntikam Metini
8126	ZÇ: Aðaç Yaratýðý Metini
8127	ZÇ: Orman Metini
8130	TS: Dað Metini
8131	TS: Ýntikam Metini
8132	TS: Kimsesizlik Metini
8133	TS: Kibir Metini
8134	TS: Cehennm Ateþi Metini
8135	TS: Ayaz Metini
8136	TS: Aðaç Yaratýðý Metini
8137	TS: Orman Metini
8150	1. Sýnav Metini
8151	2. Sýnav Metini
8152	3. Sýnav Metini
8153	4. Sýnav Metini
8154	5. Sýnav Metini
8155	6. Sýnav Metini
8156	7. Sýnav Metini
8157	8. Sýnav Metini
8158	9. Sýnav Metini
8159	10. Sýnav Metini
8200	Çikolata Metin Taþý
8201	Çikolata Metin Taþý
8202	Buz Topu
8203	Aydýnlanma Metini
8204	Yumurta Bayramý Metini
8205	Yumurta Bayramý Metini
8206	Yumurta Bayramý Metini
8207	Futbol Metin'i
8208	Yumurta Bayramý Metini
8209	Yumurta Bayramý Metini
8501	Yabani Köpek
8502	Yaban Domuzu
8503	Ayý
8504	Beyaz Kaplan
8505	Siyah Dev Ork
8506	Aðaç Kurbaðasý Lideri
8507	Çöl Haydutu
8508	Mistik Ýþkenceci
8509	Mistik Haberci
8510	Alev Savaþçý
8511	Buz Golemi
8600	¿õ±Í´ëÁ·Àå
8601	¿õ±Í´ëÁ·Àå
8602	¹Ð±³´ëÁÖ±³
8603	¹Ð±³´ëÁÖ±³
8604	¸í»ç±Í¿Õ
8605	¸í»ç±Í¿Õ
8606	»ç½Å
8607	»ç½Å
8608	±¸¹ÌÈ£
8609	±¸¹ÌÈ£
8610	´©··Åõ¹ü±Í
8611	´©··Åõ¹ü±Í
8612	¿©¿Õ°Å¹Ì
8613	¿©¿Õ°Å¹Ì
8614	°Å´ë»ç¸·°ÅºÏ
8615	°Å´ë»ç¸·°ÅºÏ
8616	Billy Loomis
8617	Jack Torrance
8618	Chucky
8619	Zep Hindle
8620	Jason
8621	Michael Myers
8622	Freddy Krüger
8623	Deri Surat
8625	Troll Karakolu
8626	1. Myr Karakolu
8627	2. Myr Karakolu
8630	Ateþ Yýlaný Metini
8631	Buz Yýlaný Metini
8632	Rüzgar Yýlaný Metini
8633	Toprak Yýlaný Metini
8634	Zaman Yýlaný Metini
8635	B. e. yumurtasý (kolay)
8636	B. e. yumurtasý (zor)
8637	SungMa Ýstila Portalý
8638	Lanetlenme Metini (Þifa)
8639	Lanetlenme Metini
8640	Kurtuluþ Metini
8641	SungMa Ýstila Portalý
8642	SungMa Ýstila Portalý
8643	SungMa Ýstila Portalý
8644	SungMa Ýstila Portalý
8645	SungMa Ýstila Portalý
8646	SungMa Ýstila Portalý
9001	Silah Satýcýsý
9002	Zýrh Satýcýsý
9003	Satýcý
9004	Olay Yardýmcýsý
9005	Depocu
9006	Yaþlý Kadýn
9007	Silah Satýcýsý
9008	Zýrh Satýcýsý
9009	Balýkçý
9010	Genel Depocu Helen
9011	Evlenme Tasarýmcýsý
9012	Iþýnlayýcý
9013	Yanýlsama tüccarý
9014	Satýcý
9100	Fýrtýna çiçeði
9101	Güç çiçeði
9102	Ateþ güç çiçeði
9103	Buz güç çiçeði
9104	Þimþek güç çiçeði
9105	Rüzgar güç çiçeði
9106	Toprak güç çiçeði
9107	Karanlýk güç çiçeði
10001	Jayang_Bölgesi 4002 8995
10002	YounganBölgesi 4503 9050
10003	BokjungBölgesi 1118 2161
10004	Joan_Bölgesi 876 2131
10005	Bakra_Bölgesi 9064 2214
10006	Pyungmo_Bölges 9372 2188
10007	YounganBölgesi 4188 9560
10008	Jayang_Bölgesi 3179 8332
10009	Joan_Bölgesi 897 1127
10010	Bokjun_Bölgesi 1759 2210
10011	Pyungmo_Bölges 9343 3143
10012	Bakra_Bölgesi 8348 2926
10013	Hwang_Tapýnaðý 5536 1441
10014	Seungryong 3326 7468
10015	Yongbi_Çölü 3467 6329
10016	Kuahklo_Dong 600 4960
10017	Hwang_Tapýnaðý 5906 1102
10018	Gunsam_Kulesi 2165 7270
10019	Jayang_Bölgesi 3211 9009
10020	Jungrang 1356 43
10021	Bokjun_Bölgesi 1168 2920
10022	Waryong 2219 93
10023	Bakra_Bölgesi 9098 2948
10024	Imha 2718 130
10025	Sohan_Daðý 4993 2984
10026	Lungsam 2887 57
10027	Lungsam 2866 437
10028	Kýzýl_Orman 11199 708
10029	Yýlan_Vadisi 10590 7262
10030	Yongbi_Çölü 3519 6223
10031	Yýlan_Vadisi 10590 7262
10032	Devler_Diyarý 8283 7635
10033	Zin-Grotto 10594 7525
10034	2_Zin-Grotto 10594 7525
10035	Deon-Zeon 917 5253
10036	2_Deon-Zeon 7041 4642
10037	ÀÚ¾çÇö 3809 8233
10038	½Å¼ö¼º 9752 1330
10039	º¹Á¤Çö 1917 2900
10040	Áø³ë¼º 9239 1836
10041	¹Ú¶óÇö 8316 2154
10042	ÃµÁ¶¼º 9772 1850
10043	¼­ÇÑ»ê 3819 2969
10044	½Å¼ö¼º 10189 1484
10045	¼­ÇÑ»ê 3819 2969
10046	½Å¼ö¼º 9774 1501
10047	½Â·æ°î 2699 6752
10048	Áø³ë¼º 9679 1994
10049	½Â·æ°î 2699 6752
10050	Áø³ë¼º 9256 2012
10051	¿µºñ»ç¸· 3478 6189
10052	ÃµÁ¶¼º 9780 1995
10053	¿µºñ»ç¸· 3478 6189
10054	ÃµÁ¶¼º 10190 2002
10055	µµ¿°È­Áö 6011 6874
10056	¼­ÇÑ»ê 4368 2158
10057	½Â·æ°î 3355 7558
10058	¹Ð±³»ç¿ø 5943 1337
10059	¼­ÇÑ»ê 0 10496
10060	¹Ð±³»ç¿ø 1536 10496
10061	Ateþ-Diyarý 4608 10496
10062	½Â·æ°î 6144 10496
10063	±Í¸ñ¸² 3031 266
10064	Àû±Í¸ñ¸² 11133 534
10065	½Å±Í¸ñ¸² 7754 10553
10066	½ÅÀû±Í¸ñ¸² 9915 11195
10067	MaymunZindaný 7752 4477
10068	Jayang_Bölgesi 4062 8756
10069	MaymunZindaný 8520 4477
10070	BokjungBölgesi 1611 2130
10071	MaymunZindaný 9288 4477
10072	Bakra_Bölgesi 8727 2100
10073	Yongbi_Çölü 3061 6202
10074	MaymunZindaný 1352 6532
10075	Yongbi_Çölü 2879 5407
10076	MaymunZindaný 1352 7300
10077	Sürgün_Maðarasý 9 12078
10078	½Â·æ°î 2842 8106
10079	Grotte1 1459 13236
10080	Grotte2 2413 12755
10081	ÃµÀÇµ¿±¼1Ãþ 99 13618
10082	¿µ¾ÈÀ¾¼º 5028 9998
10083	ÃµÀÇµ¿±¼1Ãþ 1360 14972
10084	ÃµÀÇµ¿±¼2Ãþ 2414 14289
10085	ÃµÀÇµ¿±¼1Ãþ 99 15154
10086	Á¶¾ÈÀ¾¼º 616 1148
10087	ÃµÀÇµ¿±¼1Ãþ 1360 16508
10088	ÃµÀÇµ¿±¼2Ãþ 2414 15825
10089	ÃµÀÇµ¿±¼1Ãþ 99 16690
10090	Æò¹«À¾¼º 9609 3188
10091	ÃµÀÇµ¿±¼1Ãþ 1360 18044
10092	ÃµÀÇµ¿±¼2Ãþ 2414 17361
10093	Ejder_Kapýsý 1731 12205
10094	Ejder_Kapýsý 1733 13743
10095	Ejder_Kapýsý 1728 15277
10096	Ejder_Kapýsý 1724 16824
10097	ÖZ2 7040 5235
10098	ÖZ3 984 5711
