Vnum	Name	Type	SubType	Size	AntiFlags	Flags	WearFlags	ImmuneFlags	ShopBuyPrice	ShopSellPrice	RefinedVnum	RefineSet	67AttrMaterial	AlterToMagicItemPercent	LimitType0	LimitValue0	LimitType1	LimitValue1	ApplyType0	ApplyValue0	ApplyType1	ApplyValue1	ApplyType2	ApplyValue2	ApplyType3	ApplyValue3	Value0	Value1	Value2	Value3	Value4	Value5	Value6	Value7	Value8	Value9	Specular	GainSocketPercent	AddonType
702006	manni_3g_b	ITEM_COSTUME	COSTUME_MOUNT	1	ANTI_DROP | ANTI_SELL | ANTI_GIVE | ANTI_PKDROP | ANTI_STACK | ANTI_MYSHOP | ANTI_SAFEBOX	LOG	NONE	NONE	0	0	0	0	0	0	REAL_TIME	259200	LIMIT_NONE	0	APPLY_MOUNT	20246	APPLY_ATTBONUS_MONSTER	15	APPLY_MAX_HP	1500	APPLY_NONE	0	43200	0	0	0	0	0	0	0	0	0	0	0	0
702007	manni_5g_b	ITEM_COSTUME	COSTUME_MOUNT	1	ANTI_DROP | ANTI_SELL | ANTI_GIVE | ANTI_PKDROP | ANTI_STACK | ANTI_MYSHOP | ANTI_SAFEBOX	LOG	NONE	NONE	0	0	0	0	0	0	REAL_TIME	432000	LIMIT_NONE	0	APPLY_MOUNT	20246	APPLY_ATTBONUS_MONSTER	15	APPLY_MAX_HP	1500	APPLY_NONE	0	43200	0	0	0	0	0	0	0	0	0	0	0	0
702008	manni_7g_b	ITEM_COSTUME	COSTUME_MOUNT	1	ANTI_DROP | ANTI_SELL | ANTI_GIVE | ANTI_PKDROP | ANTI_STACK | ANTI_MYSHOP | ANTI_SAFEBOX	LOG	NONE	NONE	0	0	0	0	0	0	REAL_TIME	604800	LIMIT_NONE	0	APPLY_MOUNT	20246	APPLY_ATTBONUS_MONSTER	15	APPLY_MAX_HP	1500	APPLY_NONE	0	43200	0	0	0	0	0	0	0	0	0	0	0	0
702009	manni_15g_b	ITEM_COSTUME	COSTUME_MOUNT	1	ANTI_DROP | ANTI_SELL | ANTI_GIVE | ANTI_PKDROP | ANTI_STACK | ANTI_MYSHOP | ANTI_SAFEBOX	LOG	NONE	NONE	0	0	0	0	0	0	REAL_TIME	1296000	LIMIT_NONE	0	APPLY_MOUNT	20246	APPLY_ATTBONUS_MONSTER	15	APPLY_MAX_HP	1500	APPLY_NONE	0	43200	0	0	0	0	0	0	0	0	0	0	0	0
702010	manu_1g	ITEM_COSTUME	COSTUME_MOUNT	1	ANTI_STACK	LOG	NONE	NONE	0	0	0	0	0	0	REAL_TIME	86400	LIMIT_NONE	0	APPLY_MOUNT	20247	APPLY_ATTBONUS_MONSTER	15	APPLY_MAX_HP	1500	APPLY_NONE	0	43200	0	0	0	0	0	0	0	0	0	0	0	0
702011	manu_3g	ITEM_COSTUME	COSTUME_MOUNT	1	ANTI_STACK	LOG	NONE	NONE	0	0	0	0	0	0	REAL_TIME	259200	LIMIT_NONE	0	APPLY_MOUNT	20247	APPLY_ATTBONUS_MONSTER	15	APPLY_MAX_HP	1500	APPLY_NONE	0	43200	0	0	0	0	0	0	0	0	0	0	0	0
702012	manu_5g	ITEM_COSTUME	COSTUME_MOUNT	1	ANTI_STACK	LOG	NONE	NONE	0	0	0	0	0	0	REAL_TIME	432000	LIMIT_NONE	0	APPLY_MOUNT	20247	APPLY_ATTBONUS_MONSTER	15	APPLY_MAX_HP	1500	APPLY_NONE	0	43200	0	0	0	0	0	0	0	0	0	0	0	0
702013	manu_7g	ITEM_COSTUME	COSTUME_MOUNT	1	ANTI_STACK	LOG	NONE	NONE	0	0	0	0	0	0	REAL_TIME	604800	LIMIT_NONE	0	APPLY_MOUNT	20247	APPLY_ATTBONUS_MONSTER	15	APPLY_MAX_HP	1500	APPLY_NONE	0	43200	0	0	0	0	0	0	0	0	0	0	0	0
702014	manu_15g	ITEM_COSTUME	COSTUME_MOUNT	1	ANTI_STACK	LOG	NONE	NONE	0	0	0	0	0	0	REAL_TIME	1296000	LIMIT_NONE	0	APPLY_MOUNT	20247	APPLY_ATTBONUS_MONSTER	15	APPLY_MAX_HP	1500	APPLY_NONE	0	43200	0	0	0	0	0	0	0	0	0	0	0	0
702015	manu_1g_b	ITEM_COSTUME	COSTUME_MOUNT	1	ANTI_DROP | ANTI_SELL | ANTI_GIVE | ANTI_PKDROP | ANTI_STACK | ANTI_MYSHOP | ANTI_SAFEBOX	LOG	NONE	NONE	0	0	0	0	0	0	REAL_TIME	86400	LIMIT_NONE	0	APPLY_MOUNT	20247	APPLY_ATTBONUS_MONSTER	15	APPLY_MAX_HP	1500	APPLY_NONE	0	43200	0	0	0	0	0	0	0	0	0	0	0	0
702016	manu_3g_b	ITEM_COSTUME	COSTUME_MOUNT	1	ANTI_DROP | ANTI_SELL | ANTI_GIVE | ANTI_PKDROP | ANTI_STACK | ANTI_MYSHOP | ANTI_SAFEBOX	LOG	NONE	NONE	0	0	0	0	0	0	REAL_TIME	259200	LIMIT_NONE	0	APPLY_MOUNT	20247	APPLY_ATTBONUS_MONSTER	15	APPLY_MAX_HP	1500	APPLY_NONE	0	43200	0	0	0	0	0	0	0	0	0	0	0	0
702017	manu_5g_b	ITEM_COSTUME	COSTUME_MOUNT	1	ANTI_DROP | ANTI_SELL | ANTI_GIVE | ANTI_PKDROP | ANTI_STACK | ANTI_MYSHOP | ANTI_SAFEBOX	LOG	NONE	NONE	0	0	0	0	0	0	REAL_TIME	432000	LIMIT_NONE	0	APPLY_MOUNT	20247	APPLY_ATTBONUS_MONSTER	15	APPLY_MAX_HP	1500	APPLY_NONE	0	43200	0	0	0	0	0	0	0	0	0	0	0	0
702018	manu_7g_b	ITEM_COSTUME	COSTUME_MOUNT	1	ANTI_DROP | ANTI_SELL | ANTI_GIVE | ANTI_PKDROP | ANTI_STACK | ANTI_MYSHOP | ANTI_SAFEBOX	LOG	NONE	NONE	0	0	0	0	0	0	REAL_TIME	604800	LIMIT_NONE	0	APPLY_MOUNT	20247	APPLY_ATTBONUS_MONSTER	15	APPLY_MAX_HP	1500	APPLY_NONE	0	43200	0	0	0	0	0	0	0	0	0	0	0	0
702019	manu_15g_b	ITEM_COSTUME	COSTUME_MOUNT	1	ANTI_DROP | ANTI_SELL | ANTI_GIVE | ANTI_PKDROP | ANTI_STACK | ANTI_MYSHOP | ANTI_SAFEBOX	LOG	NONE	NONE	0	0	0	0	0	0	REAL_TIME	1296000	LIMIT_NONE	0	APPLY_MOUNT	20247	APPLY_ATTBONUS_MONSTER	15	APPLY_MAX_HP	1500	APPLY_NONE	0	43200	0	0	0	0	0	0	0	0	0	0	0	0
702020	manni_1g	ITEM_COSTUME	COSTUME_MOUNT	1	ANTI_STACK	LOG	NONE	NONE	0	0	0	0	0	0	REAL_TIME	86400	LIMIT_NONE	0	APPLY_MOUNT	20246	APPLY_ATTBONUS_MONSTER	15	APPLY_MAX_HP	1500	APPLY_NONE	0	43200	0	0	0	0	0	0	0	0	0	0	0	0
702021	manni_3g	ITEM_COSTUME	COSTUME_MOUNT	1	ANTI_STACK	LOG	NONE	NONE	0	0	0	0	0	0	REAL_TIME	259200	LIMIT_NONE	0	APPLY_MOUNT	20246	APPLY_ATTBONUS_MONSTER	15	APPLY_MAX_HP	1500	APPLY_NONE	0	43200	0	0	0	0	0	0	0	0	0	0	0	0
702022	manni_5g	ITEM_COSTUME	COSTUME_MOUNT	1	ANTI_STACK	LOG	NONE	NONE	0	0	0	0	0	0	REAL_TIME	432000	LIMIT_NONE	0	APPLY_MOUNT	20246	APPLY_ATTBONUS_MONSTER	15	APPLY_MAX_HP	1500	APPLY_NONE	0	43200	0	0	0	0	0	0	0	0	0	0	0	0
702023	manni_7g	ITEM_COSTUME	COSTUME_MOUNT	1	ANTI_STACK	LOG	NONE	NONE	0	0	0	0	0	0	REAL_TIME	604800	LIMIT_NONE	0	APPLY_MOUNT	20246	APPLY_ATTBONUS_MONSTER	15	APPLY_MAX_HP	1500	APPLY_NONE	0	43200	0	0	0	0	0	0	0	0	0	0	0	0
702024	manni_15g	ITEM_COSTUME	COSTUME_MOUNT	1	ANTI_STACK	LOG	NONE	NONE	0	0	0	0	0	0	REAL_TIME	1296000	LIMIT_NONE	0	APPLY_MOUNT	20246	APPLY_ATTBONUS_MONSTER	15	APPLY_MAX_HP	1500	APPLY_NONE	0	43200	0	0	0	0	0	0	0	0	0	0	0	0
702025	manni_1g_b	ITEM_COSTUME	COSTUME_MOUNT	1	ANTI_DROP | ANTI_SELL | ANTI_GIVE | ANTI_PKDROP | ANTI_STACK | ANTI_MYSHOP | ANTI_SAFEBOX	LOG	NONE	NONE	0	0	0	0	0	0	REAL_TIME	86400	LIMIT_NONE	0	APPLY_MOUNT	20246	APPLY_ATTBONUS_MONSTER	15	APPLY_MAX_HP	1500	APPLY_NONE	0	43200	0	0	0	0	0	0	0	0	0	0	0	0
702026	manni_3g_b	ITEM_COSTUME	COSTUME_MOUNT	1	ANTI_DROP | ANTI_SELL | ANTI_GIVE | ANTI_PKDROP | ANTI_STACK | ANTI_MYSHOP | ANTI_SAFEBOX	LOG	NONE	NONE	0	0	0	0	0	0	REAL_TIME	259200	LIMIT_NONE	0	APPLY_MOUNT	20246	APPLY_ATTBONUS_MONSTER	15	APPLY_MAX_HP	1500	APPLY_NONE	0	43200	0	0	0	0	0	0	0	0	0	0	0	0
702027	manni_5g_b	ITEM_COSTUME	COSTUME_MOUNT	1	ANTI_DROP | ANTI_SELL | ANTI_GIVE | ANTI_PKDROP | ANTI_STACK | ANTI_MYSHOP | ANTI_SAFEBOX	LOG	NONE	NONE	0	0	0	0	0	0	REAL_TIME	432000	LIMIT_NONE	0	APPLY_MOUNT	20246	APPLY_ATTBONUS_MONSTER	15	APPLY_MAX_HP	1500	APPLY_NONE	0	43200	0	0	0	0	0	0	0	0	0	0	0	0
702028	manni_7g_b	ITEM_COSTUME	COSTUME_MOUNT	1	ANTI_DROP | ANTI_SELL | ANTI_GIVE | ANTI_PKDROP | ANTI_STACK | ANTI_MYSHOP | ANTI_SAFEBOX	LOG	NONE	NONE	0	0	0	0	0	0	REAL_TIME	604800	LIMIT_NONE	0	APPLY_MOUNT	20246	APPLY_ATTBONUS_MONSTER	15	APPLY_MAX_HP	1500	APPLY_NONE	0	43200	0	0	0	0	0	0	0	0	0	0	0	0
702029	manni_15g_b	ITEM_COSTUME	COSTUME_MOUNT	1	ANTI_DROP | ANTI_SELL | ANTI_GIVE | ANTI_PKDROP | ANTI_STACK | ANTI_MYSHOP | ANTI_SAFEBOX	LOG	NONE	NONE	0	0	0	0	0	0	REAL_TIME	1296000	LIMIT_NONE	0	APPLY_MOUNT	20246	APPLY_ATTBONUS_MONSTER	15	APPLY_MAX_HP	1500	APPLY_NONE	0	43200	0	0	0	0	0	0	0	0	0	0	0	0
703000	wayne_(yagma)_1g	ITEM_PET	PET_PAY	1	ANTI_STACK	LOG	NONE	NONE	0	0	0	0	0	0	REAL_TIME	86400	LIMIT_NONE	0	APPLY_PENETRATE_PCT	5	APPLY_MAX_HP	1500	APPLY_NONE	0	APPLY_NONE	0	34056	0	1	0	0	0	0	0	0	0	0	0	0
703001	wayne_(yagma)_3g	ITEM_PET	PET_PAY	1	ANTI_STACK	LOG	NONE	NONE	0	0	0	0	0	0	REAL_TIME	259200	LIMIT_NONE	0	APPLY_PENETRATE_PCT	5	APPLY_MAX_HP	1500	APPLY_NONE	0	APPLY_NONE	0	34056	0	1	0	0	0	0	0	0	0	0	0	0
703002	wayne_(yagma)_5g	ITEM_PET	PET_PAY	1	ANTI_STACK	LOG	NONE	NONE	0	0	0	0	0	0	REAL_TIME	432000	LIMIT_NONE	0	APPLY_PENETRATE_PCT	5	APPLY_MAX_HP	1500	APPLY_NONE	0	APPLY_NONE	0	34056	0	1	0	0	0	0	0	0	0	0	0	0
703003	wayne_(yagma)_7g	ITEM_PET	PET_PAY	1	ANTI_STACK	LOG	NONE	NONE	0	0	0	0	0	0	REAL_TIME	604800	LIMIT_NONE	0	APPLY_PENETRATE_PCT	5	APPLY_MAX_HP	1500	APPLY_NONE	0	APPLY_NONE	0	34056	0	1	0	0	0	0	0	0	0	0	0	0
703004	wayne_(yagma)_15g	ITEM_PET	PET_PAY	1	ANTI_STACK	LOG	NONE	NONE	0	0	0	0	0	0	REAL_TIME	1296000	LIMIT_NONE	0	APPLY_PENETRATE_PCT	5	APPLY_MAX_HP	1500	APPLY_NONE	0	APPLY_NONE	0	34056	0	1	0	0	0	0	0	0	0	0	0	0
703005	wayne_(yagma)_1g_b	ITEM_PET	PET_PAY	1	ANTI_DROP | ANTI_SELL | ANTI_GIVE | ANTI_PKDROP | ANTI_STACK | ANTI_MYSHOP | ANTI_SAFEBOX	LOG	NONE	NONE	0	0	0	0	0	0	REAL_TIME	86400	LIMIT_NONE	0	APPLY_PENETRATE_PCT	5	APPLY_MAX_HP	1500	APPLY_NONE	0	APPLY_NONE	0	34056	0	1	0	0	0	0	0	0	0	0	0	0
703006	wayne_(yagma)_3g_b	ITEM_PET	PET_PAY	1	ANTI_DROP | ANTI_SELL | ANTI_GIVE | ANTI_PKDROP | ANTI_STACK | ANTI_MYSHOP | ANTI_SAFEBOX	LOG	NONE	NONE	0	0	0	0	0	0	REAL_TIME	259200	LIMIT_NONE	0	APPLY_PENETRATE_PCT	5	APPLY_MAX_HP	1500	APPLY_NONE	0	APPLY_NONE	0	34056	0	1	0	0	0	0	0	0	0	0	0	0
703007	wayne_(yagma)_5g_b	ITEM_PET	PET_PAY	1	ANTI_DROP | ANTI_SELL | ANTI_GIVE | ANTI_PKDROP | ANTI_STACK | ANTI_MYSHOP | ANTI_SAFEBOX	LOG	NONE	NONE	0	0	0	0	0	0	REAL_TIME	432000	LIMIT_NONE	0	APPLY_PENETRATE_PCT	5	APPLY_MAX_HP	1500	APPLY_NONE	0	APPLY_NONE	0	34056	0	1	0	0	0	0	0	0	0	0	0	0
703008	wayne_(yagma)_7g_b	ITEM_PET	PET_PAY	1	ANTI_DROP | ANTI_SELL | ANTI_GIVE | ANTI_PKDROP | ANTI_STACK | ANTI_MYSHOP | ANTI_SAFEBOX	LOG	NONE	NONE	0	0	0	0	0	0	REAL_TIME	604800	LIMIT_NONE	0	APPLY_PENETRATE_PCT	5	APPLY_MAX_HP	1500	APPLY_NONE	0	APPLY_NONE	0	34056	0	1	0	0	0	0	0	0	0	0	0	0
703009	wayne_(yagma)_15g_b	ITEM_PET	PET_PAY	1	ANTI_DROP | ANTI_SELL | ANTI_GIVE | ANTI_PKDROP | ANTI_STACK | ANTI_MYSHOP | ANTI_SAFEBOX	LOG	NONE	NONE	0	0	0	0	0	0	REAL_TIME	1296000	LIMIT_NONE	0	APPLY_PENETRATE_PCT	5	APPLY_MAX_HP	1500	APPLY_NONE	0	APPLY_NONE	0	34056	0	1	0	0	0	0	0	0	0	0	0	0
703010	astrabell_1g	ITEM_PET	PET_PAY	1	ANTI_STACK	LOG	NONE	NONE	0	0	0	0	0	0	REAL_TIME	86400	LIMIT_NONE	0	APPLY_MAX_HP	1500	APPLY_ATTBONUS_MONSTER	15	APPLY_NONE	0	APPLY_NONE	0	34097	0	0	0	0	0	0	0	0	0	0	0	0
703011	astrabell_3g	ITEM_PET	PET_PAY	1	ANTI_STACK	LOG	NONE	NONE	0	0	0	0	0	0	REAL_TIME	259200	LIMIT_NONE	0	APPLY_MAX_HP	1500	APPLY_ATTBONUS_MONSTER	15	APPLY_NONE	0	APPLY_NONE	0	34097	0	0	0	0	0	0	0	0	0	0	0	0
703012	astrabell_5g	ITEM_PET	PET_PAY	1	ANTI_STACK	LOG	NONE	NONE	0	0	0	0	0	0	REAL_TIME	432000	LIMIT_NONE	0	APPLY_MAX_HP	1500	APPLY_ATTBONUS_MONSTER	15	APPLY_NONE	0	APPLY_NONE	0	34097	0	0	0	0	0	0	0	0	0	0	0	0
703013	astrabell_7g	ITEM_PET	PET_PAY	1	ANTI_STACK	LOG	NONE	NONE	0	0	0	0	0	0	REAL_TIME	604800	LIMIT_NONE	0	APPLY_MAX_HP	1500	APPLY_ATTBONUS_MONSTER	15	APPLY_NONE	0	APPLY_NONE	0	34097	0	0	0	0	0	0	0	0	0	0	0	0
703014	astrabell_15g	ITEM_PET	PET_PAY	1	ANTI_STACK	LOG	NONE	NONE	0	0	0	0	0	0	REAL_TIME	1296000	LIMIT_NONE	0	APPLY_MAX_HP	1500	APPLY_ATTBONUS_MONSTER	15	APPLY_NONE	0	APPLY_NONE	0	34097	0	0	0	0	0	0	0	0	0	0	0	0
703015	astrabell_1g_b	ITEM_PET	PET_PAY	1	ANTI_DROP | ANTI_SELL | ANTI_GIVE | ANTI_PKDROP | ANTI_STACK | ANTI_MYSHOP | ANTI_SAFEBOX	LOG	NONE	NONE	0	0	0	0	0	0	REAL_TIME	86400	LIMIT_NONE	0	APPLY_MAX_HP	1500	APPLY_ATTBONUS_MONSTER	15	APPLY_NONE	0	APPLY_NONE	0	34097	0	0	0	0	0	0	0	0	0	0	0	0
703016	astrabell_3g_b	ITEM_PET	PET_PAY	1	ANTI_DROP | ANTI_SELL | ANTI_GIVE | ANTI_PKDROP | ANTI_STACK | ANTI_MYSHOP | ANTI_SAFEBOX	LOG	NONE	NONE	0	0	0	0	0	0	REAL_TIME	259200	LIMIT_NONE	0	APPLY_MAX_HP	1500	APPLY_ATTBONUS_MONSTER	15	APPLY_NONE	0	APPLY_NONE	0	34097	0	0	0	0	0	0	0	0	0	0	0	0
703017	astrabell_5g_b	ITEM_PET	PET_PAY	1	ANTI_DROP | ANTI_SELL | ANTI_GIVE | ANTI_PKDROP | ANTI_STACK | ANTI_MYSHOP | ANTI_SAFEBOX	LOG	NONE	NONE	0	0	0	0	0	0	REAL_TIME	432000	LIMIT_NONE	0	APPLY_MAX_HP	1500	APPLY_ATTBONUS_MONSTER	15	APPLY_NONE	0	APPLY_NONE	0	34097	0	0	0	0	0	0	0	0	0	0	0	0
703018	astrabell_7g_b	ITEM_PET	PET_PAY	1	ANTI_DROP | ANTI_SELL | ANTI_GIVE | ANTI_PKDROP | ANTI_STACK | ANTI_MYSHOP | ANTI_SAFEBOX	LOG	NONE	NONE	0	0	0	0	0	0	REAL_TIME	604800	LIMIT_NONE	0	APPLY_MAX_HP	1500	APPLY_ATTBONUS_MONSTER	15	APPLY_NONE	0	APPLY_NONE	0	34097	0	0	0	0	0	0	0	0	0	0	0	0
703019	astrabell_15g_b	ITEM_PET	PET_PAY	1	ANTI_DROP | ANTI_SELL | ANTI_GIVE | ANTI_PKDROP | ANTI_STACK | ANTI_MYSHOP | ANTI_SAFEBOX	LOG	NONE	NONE	0	0	0	0	0	0	REAL_TIME	1296000	LIMIT_NONE	0	APPLY_MAX_HP	1500	APPLY_ATTBONUS_MONSTER	15	APPLY_NONE	0	APPLY_NONE	0	34097	0	0	0	0	0	0	0	0	0	0	0	0
703020	griffy_1g	ITEM_PET	PET_PAY	1	ANTI_STACK	LOG	NONE	NONE	0	0	0	0	0	0	REAL_TIME	86400	LIMIT_NONE	0	APPLY_MAX_HP	1500	APPLY_MELEE_MAGIC_ATTBONUS_PER	15	APPLY_SKILL_DEFEND_BONUS	5	APPLY_NONE	0	34095	0	0	0	0	0	0	0	0	0	0	0	0
703021	griffy_3g	ITEM_PET	PET_PAY	1	ANTI_STACK	LOG	NONE	NONE	0	0	0	0	0	0	REAL_TIME	259200	LIMIT_NONE	0	APPLY_MAX_HP	1500	APPLY_MELEE_MAGIC_ATTBONUS_PER	15	APPLY_SKILL_DEFEND_BONUS	5	APPLY_NONE	0	34095	0	0	0	0	0	0	0	0	0	0	0	0
703022	griffy_5g	ITEM_PET	PET_PAY	1	ANTI_STACK	LOG	NONE	NONE	0	0	0	0	0	0	REAL_TIME	432000	LIMIT_NONE	0	APPLY_MAX_HP	1500	APPLY_MELEE_MAGIC_ATTBONUS_PER	15	APPLY_SKILL_DEFEND_BONUS	5	APPLY_NONE	0	34095	0	0	0	0	0	0	0	0	0	0	0	0
703023	griffy_7g	ITEM_PET	PET_PAY	1	ANTI_STACK	LOG	NONE	NONE	0	0	0	0	0	0	REAL_TIME	604800	LIMIT_NONE	0	APPLY_MAX_HP	1500	APPLY_MELEE_MAGIC_ATTBONUS_PER	15	APPLY_SKILL_DEFEND_BONUS	5	APPLY_NONE	0	34095	0	0	0	0	0	0	0	0	0	0	0	0
703024	griffy_15g	ITEM_PET	PET_PAY	1	ANTI_STACK	LOG	NONE	NONE	0	0	0	0	0	0	REAL_TIME	1296000	LIMIT_NONE	0	APPLY_MAX_HP	1500	APPLY_MELEE_MAGIC_ATTBONUS_PER	15	APPLY_SKILL_DEFEND_BONUS	5	APPLY_NONE	0	34095	0	0	0	0	0	0	0	0	0	0	0	0
703025	griffy_1g_b	ITEM_PET	PET_PAY	1	ANTI_DROP | ANTI_SELL | ANTI_GIVE | ANTI_PKDROP | ANTI_STACK | ANTI_MYSHOP | ANTI_SAFEBOX	LOG	NONE	NONE	0	0	0	0	0	0	REAL_TIME	86400	LIMIT_NONE	0	APPLY_MAX_HP	1500	APPLY_MELEE_MAGIC_ATTBONUS_PER	15	APPLY_SKILL_DEFEND_BONUS	5	APPLY_NONE	0	34095	0	0	0	0	0	0	0	0	0	0	0	0
703026	griffy_3g_b	ITEM_PET	PET_PAY	1	ANTI_DROP | ANTI_SELL | ANTI_GIVE | ANTI_PKDROP | ANTI_STACK | ANTI_MYSHOP | ANTI_SAFEBOX	LOG	NONE	NONE	0	0	0	0	0	0	REAL_TIME	259200	LIMIT_NONE	0	APPLY_MAX_HP	1500	APPLY_MELEE_MAGIC_ATTBONUS_PER	15	APPLY_SKILL_DEFEND_BONUS	5	APPLY_NONE	0	34095	0	0	0	0	0	0	0	0	0	0	0	0
703027	griffy_5g_b	ITEM_PET	PET_PAY	1	ANTI_DROP | ANTI_SELL | ANTI_GIVE | ANTI_PKDROP | ANTI_STACK | ANTI_MYSHOP | ANTI_SAFEBOX	LOG	NONE	NONE	0	0	0	0	0	0	REAL_TIME	432000	LIMIT_NONE	0	APPLY_MAX_HP	1500	APPLY_MELEE_MAGIC_ATTBONUS_PER	15	APPLY_SKILL_DEFEND_BONUS	5	APPLY_NONE	0	34095	0	0	0	0	0	0	0	0	0	0	0	0
703028	griffy_7g_b	ITEM_PET	PET_PAY	1	ANTI_DROP | ANTI_SELL | ANTI_GIVE | ANTI_PKDROP | ANTI_STACK | ANTI_MYSHOP | ANTI_SAFEBOX	LOG	NONE	NONE	0	0	0	0	0	0	REAL_TIME	604800	LIMIT_NONE	0	APPLY_MAX_HP	1500	APPLY_MELEE_MAGIC_ATTBONUS_PER	15	APPLY_SKILL_DEFEND_BONUS	5	APPLY_NONE	0	34095	0	0	0	0	0	0	0	0	0	0	0	0
703029	griffy_15g_b	ITEM_PET	PET_PAY	1	ANTI_DROP | ANTI_SELL | ANTI_GIVE | ANTI_PKDROP | ANTI_STACK | ANTI_MYSHOP | ANTI_SAFEBOX	LOG	NONE	NONE	0	0	0	0	0	0	REAL_TIME	1296000	LIMIT_NONE	0	APPLY_MAX_HP	1500	APPLY_MELEE_MAGIC_ATTBONUS_PER	15	APPLY_SKILL_DEFEND_BONUS	5	APPLY_NONE	0	34095	0	0	0	0	0	0	0	0	0	0	0	0
703030	wayne_(yagma)_1g	ITEM_PET	PET_PAY	1	ANTI_STACK	LOG	NONE	NONE	0	0	0	0	0	0	REAL_TIME	86400	LIMIT_NONE	0	APPLY_PENETRATE_PCT	5	APPLY_MAX_HP	1500	APPLY_NONE	0	APPLY_NONE	0	34056	0	1	0	0	0	0	0	0	0	0	0	0
703031	wayne_(yagma)_3g	ITEM_PET	PET_PAY	1	ANTI_STACK	LOG	NONE	NONE	0	0	0	0	0	0	REAL_TIME	259200	LIMIT_NONE	0	APPLY_PENETRATE_PCT	5	APPLY_MAX_HP	1500	APPLY_NONE	0	APPLY_NONE	0	34056	0	1	0	0	0	0	0	0	0	0	0	0
703032	wayne_(yagma)_5g	ITEM_PET	PET_PAY	1	ANTI_STACK	LOG	NONE	NONE	0	0	0	0	0	0	REAL_TIME	432000	LIMIT_NONE	0	APPLY_PENETRATE_PCT	5	APPLY_MAX_HP	1500	APPLY_NONE	0	APPLY_NONE	0	34056	0	1	0	0	0	0	0	0	0	0	0	0
703033	wayne_(yagma)_7g	ITEM_PET	PET_PAY	1	ANTI_STACK	LOG	NONE	NONE	0	0	0	0	0	0	REAL_TIME	604800	LIMIT_NONE	0	APPLY_PENETRATE_PCT	5	APPLY_MAX_HP	1500	APPLY_NONE	0	APPLY_NONE	0	34056	0	1	0	0	0	0	0	0	0	0	0	0
703034	wayne_(yagma)_15g	ITEM_PET	PET_PAY	1	ANTI_STACK	LOG	NONE	NONE	0	0	0	0	0	0	REAL_TIME	1296000	LIMIT_NONE	0	APPLY_PENETRATE_PCT	5	APPLY_MAX_HP	1500	APPLY_NONE	0	APPLY_NONE	0	34056	0	1	0	0	0	0	0	0	0	0	0	0
703035	wayne_(yagma)_1g_b	ITEM_PET	PET_PAY	1	ANTI_DROP | ANTI_SELL | ANTI_GIVE | ANTI_PKDROP | ANTI_STACK | ANTI_MYSHOP | ANTI_SAFEBOX	LOG	NONE	NONE	0	0	0	0	0	0	REAL_TIME	86400	LIMIT_NONE	0	APPLY_PENETRATE_PCT	5	APPLY_MAX_HP	1500	APPLY_NONE	0	APPLY_NONE	0	34056	0	1	0	0	0	0	0	0	0	0	0	0
703036	wayne_(yagma)_3g_b	ITEM_PET	PET_PAY	1	ANTI_DROP | ANTI_SELL | ANTI_GIVE | ANTI_PKDROP | ANTI_STACK | ANTI_MYSHOP | ANTI_SAFEBOX	LOG	NONE	NONE	0	0	0	0	0	0	REAL_TIME	259200	LIMIT_NONE	0	APPLY_PENETRATE_PCT	5	APPLY_MAX_HP	1500	APPLY_NONE	0	APPLY_NONE	0	34056	0	1	0	0	0	0	0	0	0	0	0	0
703037	wayne_(yagma)_5g_b	ITEM_PET	PET_PAY	1	ANTI_DROP | ANTI_SELL | ANTI_GIVE | ANTI_PKDROP | ANTI_STACK | ANTI_MYSHOP | ANTI_SAFEBOX	LOG	NONE	NONE	0	0	0	0	0	0	REAL_TIME	432000	LIMIT_NONE	0	APPLY_PENETRATE_PCT	5	APPLY_MAX_HP	1500	APPLY_NONE	0	APPLY_NONE	0	34056	0	1	0	0	0	0	0	0	0	0	0	0
703038	wayne_(yagma)_7g_b	ITEM_PET	PET_PAY	1	ANTI_DROP | ANTI_SELL | ANTI_GIVE | ANTI_PKDROP | ANTI_STACK | ANTI_MYSHOP | ANTI_SAFEBOX	LOG	NONE	NONE	0	0	0	0	0	0	REAL_TIME	604800	LIMIT_NONE	0	APPLY_PENETRATE_PCT	5	APPLY_MAX_HP	1500	APPLY_NONE	0	APPLY_NONE	0	34056	0	1	0	0	0	0	0	0	0	0	0	0
703039	wayne_(yagma)_15g_b	ITEM_PET	PET_PAY	1	ANTI_DROP | ANTI_SELL | ANTI_GIVE | ANTI_PKDROP | ANTI_STACK | ANTI_MYSHOP | ANTI_SAFEBOX	LOG	NONE	NONE	0	0	0	0	0	0	REAL_TIME	1296000	LIMIT_NONE	0	APPLY_PENETRATE_PCT	5	APPLY_MAX_HP	1500	APPLY_NONE	0	APPLY_NONE	0	34056	0	1	0	0	0	0	0	0	0	0	0	0
703040	astrabell_1g	ITEM_PET	PET_PAY	1	ANTI_STACK	LOG	NONE	NONE	0	0	0	0	0	0	REAL_TIME	86400	LIMIT_NONE	0	APPLY_MAX_HP	1500	APPLY_ATTBONUS_MONSTER	15	APPLY_NONE	0	APPLY_NONE	0	34097	0	0	0	0	0	0	0	0	0	0	0	0
