Vnum	Name	Type	SubType	Size	AntiFlags	Flags	WearFlags	ImmuneFlags	ShopBuyPrice	ShopSellPrice	RefinedVnum	RefineSet	67AttrMaterial	AlterToMagicItemPercent	LimitType0	LimitValue0	LimitType1	LimitValue1	ApplyType0	ApplyValue0	ApplyType1	ApplyValue1	ApplyType2	ApplyValue2	ApplyType3	ApplyValue3	Value0	Value1	Value2	Value3	Value4	Value5	Value6	Value7	Value8	Value9	Specular	GainSocketPercent	AddonType
11869	manevi_elbise9	ITEM_ARMOR	ARMOR_BODY	2	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_BODY	NONE	80000	345000	0	0	39072	15	LEVEL	48	LIMIT_NONE	0	APPLY_MOV_SPEED	-10	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	64	0	9	0	27	0	0	0	0	100	3	0
11870	turuncu_kedi_elbisesi0	ITEM_ARMOR	ARMOR_BODY	2	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_BODY	NONE	100000	100000	11871	181	39073	15	LEVEL	54	LIMIT_NONE	0	APPLY_MOV_SPEED	-12	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	72	0	10	0	0	0	0	0	0	0	3	0
11871	turuncu_kedi_elbisesi1	ITEM_ARMOR	ARMOR_BODY	2	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_BODY	NONE	100000	110000	11872	182	39073	15	LEVEL	54	LIMIT_NONE	0	APPLY_MOV_SPEED	-12	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	72	0	10	0	3	0	0	0	0	0	3	0
11872	turuncu_kedi_elbisesi2	ITEM_ARMOR	ARMOR_BODY	2	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_BODY	NONE	100000	120000	11873	183	39073	15	LEVEL	54	LIMIT_NONE	0	APPLY_MOV_SPEED	-12	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	72	0	10	0	6	0	0	0	0	0	3	0
11873	turuncu_kedi_elbisesi3	ITEM_ARMOR	ARMOR_BODY	2	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_BODY	NONE	100000	135000	11874	184	39073	15	LEVEL	54	LIMIT_NONE	0	APPLY_MOV_SPEED	-12	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	72	0	10	0	9	0	0	0	0	0	3	0
11874	turuncu_kedi_elbisesi4	ITEM_ARMOR	ARMOR_BODY	2	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_BODY	NONE	100000	155000	11875	185	39073	15	LEVEL	54	LIMIT_NONE	0	APPLY_MOV_SPEED	-12	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	72	0	10	0	12	0	0	0	0	30	3	0
11875	turuncu_kedi_elbisesi5	ITEM_ARMOR	ARMOR_BODY	2	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_BODY	NONE	100000	185000	11876	186	39073	15	LEVEL	54	LIMIT_NONE	0	APPLY_MOV_SPEED	-12	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	72	0	10	0	15	0	0	0	0	40	3	0
11876	turuncu_kedi_elbisesi6	ITEM_ARMOR	ARMOR_BODY	2	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_BODY	NONE	100000	220000	11877	187	39073	15	LEVEL	54	LIMIT_NONE	0	APPLY_MOV_SPEED	-12	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	72	0	10	0	18	0	0	0	0	50	3	0
11877	turuncu_kedi_elbisesi7	ITEM_ARMOR	ARMOR_BODY	2	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_BODY	NONE	100000	270000	11878	188	39073	15	LEVEL	54	LIMIT_NONE	0	APPLY_MOV_SPEED	-12	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	72	0	10	0	21	0	0	0	0	65	3	0
11878	turuncu_kedi_elbisesi8	ITEM_ARMOR	ARMOR_BODY	2	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_BODY	NONE	100000	340000	11879	189	39073	15	LEVEL	54	LIMIT_NONE	0	APPLY_MOV_SPEED	-12	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	72	0	10	0	24	0	0	0	0	80	3	0
11879	turuncu_kedi_elbisesi9	ITEM_ARMOR	ARMOR_BODY	2	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_BODY	NONE	100000	430000	0	0	39073	15	LEVEL	54	LIMIT_NONE	0	APPLY_MOV_SPEED	-12	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	72	0	10	0	27	0	0	0	0	100	3	0
11880	soylu_kadin_elbisesi0	ITEM_ARMOR	ARMOR_BODY	2	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_BODY	NONE	120000	120000	11881	181	39074	15	LEVEL	61	LIMIT_NONE	0	APPLY_MOV_SPEED	-13	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	81	0	11	0	0	0	0	0	0	0	3	0
11881	soylu_kadin_elbisesi1	ITEM_ARMOR	ARMOR_BODY	2	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_BODY	NONE	120000	130000	11882	182	39074	15	LEVEL	61	LIMIT_NONE	0	APPLY_MOV_SPEED	-13	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	81	0	11	0	3	0	0	0	0	0	3	0
11882	soylu_kadin_elbisesi2	ITEM_ARMOR	ARMOR_BODY	2	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_BODY	NONE	120000	145000	11883	183	39074	15	LEVEL	61	LIMIT_NONE	0	APPLY_MOV_SPEED	-13	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	81	0	11	0	6	0	0	0	0	0	3	0
11883	soylu_kadin_elbisesi3	ITEM_ARMOR	ARMOR_BODY	2	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_BODY	NONE	120000	165000	11884	184	39074	15	LEVEL	61	LIMIT_NONE	0	APPLY_MOV_SPEED	-13	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	81	0	11	0	9	0	0	0	0	0	3	0
11884	soylu_kadin_elbisesi4	ITEM_ARMOR	ARMOR_BODY	2	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_BODY	NONE	120000	190000	11885	185	39074	15	LEVEL	61	LIMIT_NONE	0	APPLY_MOV_SPEED	-13	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	81	0	11	0	12	0	0	0	0	30	3	0
11885	soylu_kadin_elbisesi5	ITEM_ARMOR	ARMOR_BODY	2	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_BODY	NONE	120000	220000	11886	186	39074	15	LEVEL	61	LIMIT_NONE	0	APPLY_MOV_SPEED	-13	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	81	0	11	0	15	0	0	0	0	40	3	0
11886	soylu_kadin_elbisesi6	ITEM_ARMOR	ARMOR_BODY	2	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_BODY	NONE	120000	265000	11887	187	39074	15	LEVEL	61	LIMIT_NONE	0	APPLY_MOV_SPEED	-13	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	81	0	11	0	18	0	0	0	0	50	3	0
11887	soylu_kadin_elbisesi7	ITEM_ARMOR	ARMOR_BODY	2	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_BODY	NONE	120000	325000	11888	188	39074	15	LEVEL	61	LIMIT_NONE	0	APPLY_MOV_SPEED	-13	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	81	0	11	0	21	0	0	0	0	65	3	0
11888	soylu_kadin_elbisesi8	ITEM_ARMOR	ARMOR_BODY	2	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_BODY	NONE	120000	405000	11889	189	39074	15	LEVEL	61	LIMIT_NONE	0	APPLY_MOV_SPEED	-13	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	81	0	11	0	24	0	0	0	0	80	3	0
11889	soylu_kadin_elbisesi9	ITEM_ARMOR	ARMOR_BODY	2	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_BODY	NONE	120000	515000	11911	0	39074	15	LEVEL	61	LIMIT_NONE	0	APPLY_MOV_SPEED	-13	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	81	0	11	0	27	0	0	0	0	100	3	0
11890	siyah_elbise0	ITEM_ARMOR	ARMOR_BODY	2	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_BODY	NONE	120000	120000	11891	181	39074	15	LEVEL	66	LIMIT_NONE	0	APPLY_MOV_SPEED	-15	APPLY_RESIST_MAGIC	2	APPLY_NONE	0	APPLY_NONE	0	0	90	0	12	0	0	0	0	0	0	0	3	0
11891	siyah_elbise1	ITEM_ARMOR	ARMOR_BODY	2	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_BODY	NONE	120000	130000	11892	182	39074	15	LEVEL	66	LIMIT_NONE	0	APPLY_MOV_SPEED	-14	APPLY_RESIST_MAGIC	3	APPLY_NONE	0	APPLY_NONE	0	0	90	0	12	0	3	0	0	0	0	0	3	0
11892	siyah_elbise2	ITEM_ARMOR	ARMOR_BODY	2	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_BODY	NONE	120000	145000	11893	183	39074	15	LEVEL	66	LIMIT_NONE	0	APPLY_MOV_SPEED	-13	APPLY_RESIST_MAGIC	4	APPLY_NONE	0	APPLY_NONE	0	0	90	0	12	0	6	0	0	0	0	0	3	0
11893	siyah_elbise3	ITEM_ARMOR	ARMOR_BODY	2	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_BODY	NONE	120000	165000	11894	184	39074	15	LEVEL	67	LIMIT_NONE	0	APPLY_MOV_SPEED	-12	APPLY_RESIST_MAGIC	5	APPLY_NONE	0	APPLY_NONE	0	0	90	0	12	0	9	0	0	0	0	0	3	0
11894	siyah_elbise4	ITEM_ARMOR	ARMOR_BODY	2	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_BODY	NONE	120000	190000	11895	185	39074	15	LEVEL	67	LIMIT_NONE	0	APPLY_MOV_SPEED	-11	APPLY_RESIST_MAGIC	6	APPLY_NONE	0	APPLY_NONE	0	0	90	0	12	0	12	0	0	0	0	30	3	0
11895	siyah_elbise5	ITEM_ARMOR	ARMOR_BODY	2	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_BODY	NONE	120000	220000	11896	186	39074	15	LEVEL	68	LIMIT_NONE	0	APPLY_MOV_SPEED	-10	APPLY_RESIST_MAGIC	7	APPLY_NONE	0	APPLY_NONE	0	0	90	0	12	0	15	0	0	0	0	40	3	0
11896	siyah_elbise6	ITEM_ARMOR	ARMOR_BODY	2	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_BODY	NONE	120000	265000	11897	187	39074	15	LEVEL	68	LIMIT_NONE	0	APPLY_MOV_SPEED	-9	APPLY_RESIST_MAGIC	9	APPLY_NONE	0	APPLY_NONE	0	0	90	0	12	0	18	0	0	0	0	50	3	0
11897	siyah_elbise7	ITEM_ARMOR	ARMOR_BODY	2	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_BODY	NONE	120000	325000	11898	188	39074	15	LEVEL	69	LIMIT_NONE	0	APPLY_MOV_SPEED	-8	APPLY_RESIST_MAGIC	12	APPLY_NONE	0	APPLY_NONE	0	0	90	0	12	0	21	0	0	0	0	65	3	0
11898	siyah_elbise8	ITEM_ARMOR	ARMOR_BODY	2	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_BODY	NONE	120000	405000	11899	189	39074	15	LEVEL	69	LIMIT_NONE	0	APPLY_MOV_SPEED	-7	APPLY_RESIST_MAGIC	15	APPLY_NONE	0	APPLY_NONE	0	0	90	0	12	0	24	0	0	0	0	80	3	0
11899	siyah_elbise9	ITEM_ARMOR	ARMOR_BODY	2	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_BODY	NONE	120000	515000	12040	530	39074	15	LEVEL	70	LIMIT_NONE	0	APPLY_MOV_SPEED	-6	APPLY_RESIST_MAGIC	20	APPLY_NONE	0	APPLY_NONE	0	0	90	0	12	0	27	0	0	0	0	100	3	0
11901	smokin	ITEM_ARMOR	ARMOR_BODY	2	ANTI_FEMALE	NONE	WEAR_BODY	NONE	2000000	1000000	0	0	0	0	LEVEL	25	LIMIT_NONE	0	APPLY_MOV_SPEED	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	201	0	0	0	0	0	0	0	0	0
11902	smokin	ITEM_ARMOR	ARMOR_BODY	2	ANTI_FEMALE	NONE	WEAR_BODY	NONE	2000000	1000000	0	0	0	0	LEVEL	25	LIMIT_NONE	0	APPLY_MOV_SPEED	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	201	0	0	0	0	0	0	0	0	0
11903	gelinlik	ITEM_ARMOR	ARMOR_BODY	2	ANTI_MALE | ANTI_WOLFMAN	NONE	WEAR_BODY	NONE	2500000	1500000	0	0	0	0	LEVEL	25	LIMIT_NONE	0	APPLY_MOV_SPEED	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	201	0	0	0	0	0	0	0	0	0
11904	gelinlik	ITEM_ARMOR	ARMOR_BODY	2	ANTI_MALE | ANTI_WOLFMAN	NONE	WEAR_BODY	NONE	2500000	1500000	0	0	0	0	LEVEL	25	LIMIT_NONE	0	APPLY_MOV_SPEED	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	201	0	0	0	0	0	0	0	0	0
11911	smokin	ITEM_ARMOR	ARMOR_BODY	2	ANTI_ASSASSIN | ANTI_SURA | ANTI_MUDANG | ANTI_DROP | ANTI_GIVE | ANTI_STACK | ANTI_MYSHOP | ANTI_WOLFMAN	NONE	WEAR_BODY	NONE	2000000	1000000	0	0	0	0	LEVEL	25	LIMIT_NONE	0	APPLY_MOV_SPEED	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	81	0	201	0	27	0	0	0	0	0	0	0
11912	smokin	ITEM_ARMOR	ARMOR_BODY	2	ANTI_MUSA | ANTI_ASSASSIN | ANTI_MUDANG | ANTI_DROP | ANTI_GIVE | ANTI_STACK | ANTI_MYSHOP | ANTI_WOLFMAN	NONE	WEAR_BODY	NONE	2000000	1000000	0	0	0	0	LEVEL	25	LIMIT_NONE	0	APPLY_MOV_SPEED	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	81	0	201	0	27	0	0	0	0	0	0	0
11913	gelinlik	ITEM_ARMOR	ARMOR_BODY	2	ANTI_MUSA | ANTI_SURA | ANTI_MUDANG | ANTI_DROP | ANTI_GIVE | ANTI_STACK | ANTI_MYSHOP | ANTI_WOLFMAN	NONE	WEAR_BODY	NONE	2500000	1500000	0	0	0	0	LEVEL	25	LIMIT_NONE	0	APPLY_MOV_SPEED	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	81	0	201	0	27	0	0	0	0	0	0	0
11914	gelinlik	ITEM_ARMOR	ARMOR_BODY	2	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA | ANTI_DROP | ANTI_GIVE | ANTI_STACK | ANTI_MYSHOP | ANTI_WOLFMAN	NONE	WEAR_BODY	NONE	2500000	1500000	0	0	0	0	LEVEL	25	LIMIT_NONE	0	APPLY_MOV_SPEED	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	81	0	201	0	27	0	0	0	0	0	0	0
11951	kesis_plaka_zirh	ITEM_ARMOR	ARMOR_BODY	2	ANTI_ASSASSIN | ANTI_SURA | ANTI_MUDANG | ANTI_DROP | ANTI_GIVE | ANTI_STACK | ANTI_MYSHOP | ANTI_WOLFMAN	NONE	WEAR_BODY	NONE	3000	5000	0	0	0	0	LEVEL	0	LIMIT_NONE	0	APPLY_MOV_SPEED	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	12	0	3	0	0	0	0	0	0	100	1	0
11952	gok_mavisi_takim	ITEM_ARMOR	ARMOR_BODY	2	ANTI_MUSA | ANTI_SURA | ANTI_MUDANG | ANTI_DROP | ANTI_GIVE | ANTI_STACK | ANTI_MYSHOP | ANTI_WOLFMAN	NONE	WEAR_BODY	NONE	3000	5000	0	0	0	0	LEVEL	0	LIMIT_NONE	0	APPLY_MOV_SPEED	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	12	0	3	0	0	0	0	0	0	100	1	0
11953	agit_plaka_zirh	ITEM_ARMOR	ARMOR_BODY	2	ANTI_MUSA | ANTI_ASSASSIN | ANTI_MUDANG | ANTI_DROP | ANTI_GIVE | ANTI_STACK | ANTI_MYSHOP | ANTI_WOLFMAN	NONE	WEAR_BODY	NONE	3000	5000	0	0	0	0	LEVEL	0	LIMIT_NONE	0	APPLY_MOV_SPEED	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	12	0	3	0	0	0	0	0	0	100	1	0
11954	gok_mavisi_elbise	ITEM_ARMOR	ARMOR_BODY	2	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA | ANTI_DROP | ANTI_GIVE | ANTI_STACK | ANTI_MYSHOP | ANTI_WOLFMAN	NONE	WEAR_BODY	NONE	3000	5000	0	0	0	0	LEVEL	0	LIMIT_NONE	0	APPLY_MOV_SPEED	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	12	0	3	0	0	0	0	0	0	100	1	0
11971	hwang_zirh	ITEM_ARMOR	ARMOR_BODY	2	ANTI_ASSASSIN | ANTI_SURA | ANTI_MUDANG | ANTI_DROP | ANTI_SELL | ANTI_GIVE | ANTI_STACK | ANTI_MYSHOP | ANTI_WOLFMAN	NONE	WEAR_BODY	NONE	0	0	0	0	0	0	LEVEL	50	LIMIT_NONE	0	APPLY_MOV_SPEED	10	APPLY_RESIST_MAGIC	20	APPLY_NONE	0	APPLY_NONE	0	0	350	0	24	0	100	0	0	0	0	100	3	0
11972	kirmizi_hwang_zirh	ITEM_ARMOR	ARMOR_BODY	2	ANTI_MUSA | ANTI_SURA | ANTI_MUDANG | ANTI_DROP | ANTI_SELL | ANTI_GIVE | ANTI_STACK | ANTI_MYSHOP | ANTI_WOLFMAN	NONE	WEAR_BODY	NONE	0	0	0	0	0	0	LEVEL	50	LIMIT_NONE	0	APPLY_MOV_SPEED	10	APPLY_RESIST_MAGIC	20	APPLY_NONE	0	APPLY_NONE	0	0	350	0	24	0	100	0	0	0	0	100	3	0
11973	zin_hwang_zirh	ITEM_ARMOR	ARMOR_BODY	2	ANTI_MUSA | ANTI_ASSASSIN | ANTI_MUDANG | ANTI_DROP | ANTI_SELL | ANTI_GIVE | ANTI_STACK | ANTI_MYSHOP | ANTI_WOLFMAN	NONE	WEAR_BODY	NONE	0	0	0	0	0	0	LEVEL	50	LIMIT_NONE	0	APPLY_MOV_SPEED	10	APPLY_RESIST_MAGIC	20	APPLY_NONE	0	APPLY_NONE	0	0	350	0	24	0	100	0	0	0	0	100	3	0
11974	sang_hwang_zirh	ITEM_ARMOR	ARMOR_BODY	2	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA | ANTI_DROP | ANTI_SELL | ANTI_GIVE | ANTI_STACK | ANTI_MYSHOP | ANTI_WOLFMAN	NONE	WEAR_BODY	NONE	0	0	0	0	0	0	LEVEL	50	LIMIT_NONE	0	APPLY_MOV_SPEED	10	APPLY_RESIST_MAGIC	20	APPLY_NONE	0	APPLY_NONE	0	0	350	0	24	0	100	0	0	0	0	100	3	0
12010	mavi_plaka_zirhi0	ITEM_ARMOR	ARMOR_BODY	2	ANTI_ASSASSIN | ANTI_SURA | ANTI_MUDANG | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_BODY	NONE	3000	10000	12011	531	39075	15	LEVEL	80	LIMIT_NONE	0	APPLY_MOV_SPEED	-6	APPLY_RESIST_MAGIC	20	APPLY_HP_REGEN	2	APPLY_NONE	0	0	154	0	26	0	0	0	0	0	0	0	3	0
12011	mavi_plaka_zirhi1	ITEM_ARMOR	ARMOR_BODY	2	ANTI_ASSASSIN | ANTI_SURA | ANTI_MUDANG | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_BODY	NONE	3000	10000	12012	532	39075	15	LEVEL	80	LIMIT_NONE	0	APPLY_MOV_SPEED	-6	APPLY_RESIST_MAGIC	20	APPLY_HP_REGEN	5	APPLY_NONE	0	0	154	0	26	0	5	0	0	0	0	0	3	0
12012	mavi_plaka_zirhi2	ITEM_ARMOR	ARMOR_BODY	2	ANTI_ASSASSIN | ANTI_SURA | ANTI_MUDANG | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_BODY	NONE	3000	10000	12013	533	39075	15	LEVEL	80	LIMIT_NONE	0	APPLY_MOV_SPEED	-6	APPLY_RESIST_MAGIC	20	APPLY_HP_REGEN	8	APPLY_NONE	0	0	154	0	26	0	10	0	0	0	0	0	3	0
12013	mavi_plaka_zirhi3	ITEM_ARMOR	ARMOR_BODY	2	ANTI_ASSASSIN | ANTI_SURA | ANTI_MUDANG | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_BODY	NONE	3000	10000	12014	534	39075	15	LEVEL	82	LIMIT_NONE	0	APPLY_MOV_SPEED	-6	APPLY_RESIST_MAGIC	20	APPLY_HP_REGEN	12	APPLY_NONE	0	0	154	0	26	0	15	0	0	0	0	0	3	0
12014	mavi_plaka_zirhi4	ITEM_ARMOR	ARMOR_BODY	2	ANTI_ASSASSIN | ANTI_SURA | ANTI_MUDANG | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_BODY	NONE	3000	10000	12015	535	39075	15	LEVEL	82	LIMIT_NONE	0	APPLY_MOV_SPEED	-6	APPLY_RESIST_MAGIC	20	APPLY_HP_REGEN	16	APPLY_NONE	0	0	154	0	26	0	20	0	0	0	0	30	3	0
12015	mavi_plaka_zirhi5	ITEM_ARMOR	ARMOR_BODY	2	ANTI_ASSASSIN | ANTI_SURA | ANTI_MUDANG | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_BODY	NONE	3000	10000	12016	536	39075	15	LEVEL	84	LIMIT_NONE	0	APPLY_MOV_SPEED	-6	APPLY_RESIST_MAGIC	20	APPLY_HP_REGEN	20	APPLY_NONE	0	0	154	0	26	0	25	0	0	0	0	40	3	0
12016	mavi_plaka_zirhi6	ITEM_ARMOR	ARMOR_BODY	2	ANTI_ASSASSIN | ANTI_SURA | ANTI_MUDANG | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_BODY	NONE	3000	10000	12017	537	39075	15	LEVEL	84	LIMIT_NONE	0	APPLY_MOV_SPEED	-6	APPLY_RESIST_MAGIC	20	APPLY_HP_REGEN	24	APPLY_NONE	0	0	154	0	26	0	30	0	0	0	0	50	3	0
12017	mavi_plaka_zirhi7	ITEM_ARMOR	ARMOR_BODY	2	ANTI_ASSASSIN | ANTI_SURA | ANTI_MUDANG | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_BODY	NONE	3000	10000	12018	538	39075	15	LEVEL	86	LIMIT_NONE	0	APPLY_MOV_SPEED	-6	APPLY_RESIST_MAGIC	20	APPLY_HP_REGEN	29	APPLY_NONE	0	0	154	0	26	0	35	0	0	0	0	65	3	0
12018	mavi_plaka_zirhi8	ITEM_ARMOR	ARMOR_BODY	2	ANTI_ASSASSIN | ANTI_SURA | ANTI_MUDANG | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_BODY	NONE	3000	10000	12019	539	39075	15	LEVEL	88	LIMIT_NONE	0	APPLY_MOV_SPEED	-6	APPLY_RESIST_MAGIC	20	APPLY_HP_REGEN	34	APPLY_NONE	0	0	154	0	26	0	40	0	0	0	0	80	3	0
12019	mavi_plaka_zirhi9	ITEM_ARMOR	ARMOR_BODY	2	ANTI_ASSASSIN | ANTI_SURA | ANTI_MUDANG | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_BODY	NONE	3000	10000	0	0	39075	15	LEVEL	90	LIMIT_NONE	0	APPLY_MOV_SPEED	-6	APPLY_RESIST_MAGIC	20	APPLY_HP_REGEN	40	APPLY_NONE	0	0	154	0	26	0	45	0	0	0	0	100	3	0
12020	mavi_ejderha_suiti_0	ITEM_ARMOR	ARMOR_BODY	2	ANTI_MUSA | ANTI_SURA | ANTI_MUDANG | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_BODY	NONE	3000	10000	12021	531	39075	15	LEVEL	80	LIMIT_NONE	0	APPLY_MOV_SPEED	-6	APPLY_RESIST_MAGIC	20	APPLY_HP_REGEN	2	APPLY_NONE	0	0	154	0	26	0	0	0	0	0	0	0	3	0
12021	mavi_ejderha_suiti_1	ITEM_ARMOR	ARMOR_BODY	2	ANTI_MUSA | ANTI_SURA | ANTI_MUDANG | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_BODY	NONE	3000	10000	12022	532	39075	15	LEVEL	80	LIMIT_NONE	0	APPLY_MOV_SPEED	-6	APPLY_RESIST_MAGIC	20	APPLY_HP_REGEN	5	APPLY_NONE	0	0	154	0	26	0	5	0	0	0	0	0	3	0
12022	mavi_ejderha_suiti_2	ITEM_ARMOR	ARMOR_BODY	2	ANTI_MUSA | ANTI_SURA | ANTI_MUDANG | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_BODY	NONE	3000	10000	12023	533	39075	15	LEVEL	80	LIMIT_NONE	0	APPLY_MOV_SPEED	-6	APPLY_RESIST_MAGIC	20	APPLY_HP_REGEN	8	APPLY_NONE	0	0	154	0	26	0	10	0	0	0	0	0	3	0
